from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type
2324526,2324519,,,121359083,130669588,0
2324775,2324772,,,129685912,129714031,0
2323270,2323268,,,122487985,125680986,0
2323943,2323945,,,126861218,121351755,0
2323943,2323945,,,126523179,121351755,0
2324532,2324535,,,128801588,121354426,0
2324538,2324535,,,129713895,121354426,0
2324746,2324745,,,126220011,121355224,0
2323268,2323267,,,126220011,121355224,0
2323463,2323453,,,127999917,126219813,0
2324672,2324671,,,121358995,126869438,0
2323384,2323385,,,126873320,121356647,0
2323093,2323092,,,129695799,129708648,0
2324701,2324700,,,125084732,121355448,0
2323597,2323594,,,128959926,128959898,0
2323873,2323872,,,123735753,122487583,0
2323271,2323270,,,128206414,122487583,0
2324573,2324572,,,123738553,121358195,0
2323377,2323379,,,126542461,121363897,0
2323199,2323198,,,130674982,121350950,3
2324745,2324746,,,130684579,130681812,1
2324041,2324033,,,130667741,130669045,0
2324535,2324532,,,130683366,130679795,0
2324032,2324038,,,126231626,121352983,0
2324041,2324038,,,122483944,121352983,0
2323673,2323666,,,126530412,130676907,0
2324671,2324672,,,122487852,126878553,0
2324519,2324522,,,129691958,123120147,0
2323269,2323270,,,128971272,128969033,0
2323912,2323919,,,130691491,122206938,0
2323944,2323945,,,126533149,121362274,0
2323666,2323673,,,130676985,130696094,0
2323095,2323093,,,129708474,126528846,0
2324526,2324527,,,128983099,123738536,0
2323132,2323133,,,130672899,126861972,0
2341323,2324088,,,121364458,126224778,0
2323750,2323749,,,121352237,121356658,0
2323742,53929,,,130677850,121356658,0
2324365,2324366,,,126873700,121356658,0
2323599,2323600,,,126859609,122488354,0
2323599,2323600,,,126859605,122488354,0
2323270,2323272,,,130678956,122200645,0
2323271,2323272,,,128978961,122200645,0
2323664,2323673,,,121359039,128797210,0
2323666,2323673,,,126883078,128797210,0
2324527,2324508,,,122206982,130701285,3
2323142,2323145,,,126224400,128960201,0
2324775,2324765,,,126524241,130667801,0
2323269,2323272,,,127512245,126863917,0
2323203,2323202,,,126869984,122487182,0
2324672,2324671,,,121359126,130684480,0
2323748,2323749,,,121356536,123556843,0
2323384,2323385,,,126533524,123556843,0
53929,2323742,,,130687908,121352760,0
53929,2323742,,,126533968,121352760,0
2323270,2323271,,,130701315,122200554,0
2323852,2323852,,,130701681,130679372,3
2323422,2323422,,,130701681,130679372,3
2324408,2324406,,,126532127,129693857,0
2323942,2323944,,,121357552,121357543,0
2324408,2324407,,,126528007,121357543,0
2324526,2324508,,,121359021,121357543,3
2324406,2324407,,,130689579,130669785,0
2323670,2323666,,,121358869,126524847,0
2323205,2323204,,,129695943,130684642,0
2323922,2323925,,,121355033,130682676,0
2323089,2323093,,,122494025,130682676,0
2324335,2324336,,,126518706,121361333,0
2323942,2323945,,,123743415,129688358,0
2324036,2324037,,,126518706,121355812,0
2323220,2323220,,,129711203,121355812,0
2324563,2324564,,,130696876,121357387,0
2324311,2324314,,,130683011,121352807,0
2323588,2323591,,,130675895,130683245,0
2324033,2324036,,,122200538,130683245,0
2323248,2323250,,,129684550,123732553,0
2324407,2324406,,,130672302,123732553,0
2324522,2324519,,,130680145,123732553,0
2324526,2324519,,,121359160,123732553,0
2323458,2323463,,,126873594,126525767,0
2323922,2323915,,,130669488,130673799,0
2324033,2324036,,,121350924,128968164,0
2323684,859764,,,122206799,121359502,0
2323684,859764,,,121358047,121359502,0
2323744,2323743,,,130678154,128977934,0
2323744,2323743,,,130678155,128977934,0
2324769,2324765,,,121350455,130668424,0
2323145,2323142,,,128961967,126858817,0
2324526,2324508,,,121359039,130671917,3
2323087,2323086,,,130680277,122480963,0
2323664,2323673,,,121359039,121351909,0
2323744,2323743,,,123118505,121356537,0
2324365,2324366,,,126533586,130687434,0
2324033,2324036,,,130669369,123729844,0
2323269,2323272,,,129693214,123729844,0
2323269,2323272,,,122485745,123729844,0
2323743,2323744,,,130687935,123729844,0
2323243,2323244,,,121362163,121362130,0
2323199,2323198,,,126530819,126870031,3
2323198,2323199,,,130679230,130679378,3
2323271,2323272,,,128809844,123729354,0
2323091,2323093,,,128984606,128972113,0
2323450,2323458,,,121359359,127520256,0
2323684,859764,,,126536386,123740387,0
2323199,2323198,,,121351015,121350998,3
2324745,2324746,,,125072057,121350998,1
2323094,2323092,,,129693100,128990122,0
2324526,2324519,,,129706667,122203136,0
2323088,2323093,,,128200142,122494158,0
2323271,2323272,,,126874569,121352495,0
2324526,2324519,,,129706688,128200413,0
2323600,2323599,,,121354409,121351419,0
2323600,2323599,,,130670013,121351419,0
2323142,2323145,,,125701838,130673221,0
2323600,2323599,,,130683303,130675868,0
2324335,2324336,,,121351314,121361433,0
2323896,2323895,,,121355088,121362904,0
2323896,2323895,,,126530076,121362904,0
2324035,2324033,,,126527859,121358236,0
2323752,2323753,,,126878320,121358236,0
2324029,2324033,,,126881327,121358236,0
2323267,2323267,,,130679443,130684190,0
2324672,2324671,,,121359023,130684190,0
2324407,2324406,,,130684942,130689539,0
2323449,2323450,,,126525792,121359421,0
2323458,2323459,,,123556843,121357919,0
2324036,2324033,,,130678173,128193715,0
2323269,2323270,,,128971272,122485122,0
2323926,2323923,,,130683011,122485122,0
2323591,2323588,,,121355736,122485122,0
2323292,2323291,,,121352223,121351150,0
2323270,2323268,,,123734221,126220018,0
2323270,2323268,,,126530605,126220018,0
2323132,2323133,,,123743415,126523936,0
2324041,2324038,,,130680633,123118171,0
2323664,2323673,,,121358865,126858589,0
2324745,2324745,,,126870117,127513911,1
2323296,2323295,,,129695165,130695670,0
2324745,2324745,,,126530263,123732145,1
2323145,2323142,,,121351820,121361776,0
2323922,2323923,,,126871036,125683741,0
2323666,2323670,,,125701797,126537994,0
2323244,2323243,,,130696868,130696904,0
2323600,2323599,,,130669855,121351386,0
2323142,2323145,,,128965918,128960231,0
2323529,2323532,,,129695799,130683026,0
2323943,2323945,,,130676266,130672665,0
2324041,2324038,,,128960311,130678338,0
53929,2323742,,,128978283,130678338,0
2323588,2323591,,,130675860,130669454,0
2324522,2324519,,,130679528,130669454,0
2324526,2324519,,,121359023,130669454,0
2324526,2324508,,,121359021,129703438,3
2323213,2323211,,,123116124,121362265,0
2323269,2323272,,,130680016,126525792,0
2323269,2323272,,,130680021,126525792,0
2323743,2323744,,,130687784,126525792,0
2324295,2324297,,,121353454,121364043,0
2323145,2323142,,,125684971,125701688,0
2323666,2323673,,,128192992,125701688,0
2324703,2324702,,,121355394,130696550,0
2324703,2324702,,,130684893,130696550,0
2324036,2324033,,,129691206,121352457,0
2323205,2323204,,,123120937,122487975,0
2324775,2324765,,,126862746,126521627,0
2324775,2324765,,,126524577,126521627,0
2323243,2323244,,,128020108,128987239,0
2324017,2324016,,,121352740,130669867,0
2324613,2324608,,,121363909,130669867,0
2324407,2324406,,,125685217,126230823,0
2324407,2324406,,,121351820,126230823,0
2324745,2324746,,,127513432,129686672,1
2324314,2324310,,,121352816,129695496,0
2323095,2323093,,,129708057,128971612,0
2324522,2324518,,,130679647,121359858,0
2324522,2324518,,,130679653,121359858,0
2323208,2323232,,,122490118,121359858,0
2323132,2323133,,,125083556,123728713,0
2323094,2323092,,,130679399,130698458,0
2323094,2323092,,,130679972,128990064,0
2323094,2323092,,,129692859,128990064,0
2323094,2323092,,,129692858,128990064,0
2323094,2323092,,,126519555,128990064,0
2323267,2323268,,,130683722,130681516,0
2323600,2323599,,,121361821,121351439,0
2324407,2324406,,,130684872,130689441,0
2323142,2323145,,,130676873,130672691,0
2323142,2323145,,,130676879,130672691,0
2324526,2324527,,,121359033,126536518,0
2324033,2324036,,,121350924,130678438,0
2324571,2324570,,,121359626,122493392,0
2324571,2324570,,,122493397,122493377,0
2323666,2323670,,,121352003,126878713,0
2324519,2324526,,,121354815,126878713,0
2323456,2323450,,,129695916,121359414,0
2324408,2324407,,,126527859,126535406,0
2323145,2323142,,,130673305,121361780,0
2323145,2323142,,,125685236,121361780,0
2323666,2323673,,,123728721,121361780,0
2323094,2323087,,,130680145,121353805,0
2323270,2323268,,,126530908,121353805,0
2324746,2324745,,,128970080,128971288,1
2323091,2323093,,,128984393,129694980,0
2324033,2324040,,,126524260,126536859,0
2324703,2324702,,,123122898,121362441,0
2323666,2323670,,,130674636,126537759,0
2323539,2323540,,,121357545,121352946,0
2324041,2324038,,,123729305,121352946,0
2323666,2323670,,,126862060,123739825,0
2323270,2323268,,,126530325,130679209,0
2324775,2324765,,,130669166,130667945,0
2324404,2324406,,,130669488,130689515,0
2324526,2324508,,,121358957,130671503,3
2324775,2324765,,,125068547,126859459,0
2324527,2324519,,,126878674,130669698,0
2324526,2324519,,,121359151,130669698,0
2324613,2324608,,,121363947,121354839,0
2324407,2324406,,,121355410,126523474,0
2323270,2323269,,,128974164,129692993,0
2324701,2324700,,,121362419,130685551,0
2323094,2323092,,,130680145,128990098,0
2324745,2324745,,,130684470,130681682,1
2324408,2324408,,,128000521,128198685,0
2324519,2324527,,,121354336,126878502,0
2324526,2324527,,,121358030,126878502,0
2324404,2324406,,,126535936,121357539,0
2323132,2323133,,,130673373,121361690,0
2323673,2323666,,,126869612,121361690,0
2323463,2323453,,,121352730,129684465,0
2324672,2324671,,,126537994,129697168,0
2323145,2323142,,,129713942,129688839,0
2324041,2324038,,,123729461,130683426,0
2324408,2324408,,,121361380,130683426,0
2324672,2324671,,,121358995,126530257,0
2323269,2323272,,,128969695,128967711,0
2324041,2324038,,,125683012,121352651,0
2324310,2324311,,,126528391,121352651,0
2323458,2323463,,,121356528,121352651,0
53929,2323742,,,121356652,121352651,0
53929,2323742,,,126533740,121352651,0
2324036,2324033,,,125686768,130680803,0
2323132,2323133,,,126882723,121351921,0
2323132,2323133,,,126882719,121351921,0
2323670,2323666,,,123739825,121351921,0
2324512,2324509,,,128018090,121351921,0
2324527,2324522,,,126878368,126527267,0
2324040,2324033,,,126528118,123126900,0
2323922,2323925,,,121355024,130682625,0
2323267,2323268,,,121355782,125680964,0
2341323,2324089,,,121364460,121350611,0
2323664,2323673,,,121359039,123117152,0
2323666,2323673,,,130676865,130695991,0
2323666,2323673,,,128192992,130695991,0
2324033,2324036,,,125683248,123729715,0
2324336,2324351,,,121351170,123729715,0
2324336,2324351,,,128964387,123729715,0
2323269,2323272,,,129692858,123729715,0
2323743,2323744,,,121356715,123729715,0
2323743,2323744,,,130687779,123729715,0
2323250,2323248,,,130681176,130683383,0
2323450,2323453,,,121359545,130683383,0
2324526,2324508,,,121359033,130671886,3
2323744,2323743,,,126525534,130687490,0
2324669,2324670,,,126538048,130684604,0
2323234,2323229,,,122487913,121355066,0
2324407,2324406,,,130671788,121354348,0
2324407,2324406,,,121357537,121354348,0
2324033,2324036,,,126862745,121352803,0
2324033,2324036,,,126862746,121352803,0
2324033,2324036,,,126524577,121352803,0
2324033,2324036,,,125068547,121352803,0
2324033,2324036,,,129684108,121352803,0
2324336,2324351,,,121351186,121352803,0
2323269,2323272,,,130680145,121352803,0
2323743,2323744,,,130687841,121352803,0
2323270,2323268,,,126530412,123731064,0
2324563,2324564,,,130696612,126534959,0
2323943,2323945,,,123116805,126882862,0
2324036,2324033,,,130678101,130669200,0
2324041,2324033,,,126862699,126521603,0
2324527,2324526,,,121358176,129706835,0
2323694,2323693,,,121360508,121365008,0
2324404,2324406,,,130669653,130689715,0
2323664,2323673,,,121359039,130676917,0
2324535,2324532,,,121354841,129692971,0
2323270,2323268,,,121355341,129692971,0
2324036,2324033,,,130678407,126521745,0
2324041,2324038,,,121352496,121352925,0
2323145,2323142,,,130673155,121361700,0
2323220,2323220,,,130671524,130671516,0
2323243,2323244,,,126543450,123132160,0
2324769,2324769,,,123130122,123132160,0
2323273,2323271,,,130681735,122490261,3
2324573,2324572,,,122206820,126536516,0
2324573,2324572,,,126876906,126536516,0
2324772,2324765,,,128963182,128966358,0
2324535,2324532,,,130682027,121353566,0
2323666,2323673,,,127529878,125685460,0
2323142,2323145,,,121361699,130673158,0
2324772,2324765,,,128963512,130668583,0
2324515,2324522,,,121359749,130680388,0
2323145,2323142,,,130672692,130676878,0
2324746,2324745,,,123119397,126866539,1
2324745,2324745,,,126530205,126866539,1
2323384,2323385,,,121356648,126873390,0
2324532,2324535,,,128970740,121353480,0
2324407,2324406,,,123125749,121354399,0
2323224,2323229,,,126525304,121355090,0
2323271,2323270,,,126534619,121355090,0
2324404,2324406,,,129688498,129703670,0
2324670,2324669,,,126869988,121359101,0
2323678,2323679,,,126869988,121359101,0
2323210,2323216,,,121362132,126544194,0
2323244,2323243,,,121362441,126544194,0
2323743,2323744,,,121356540,126219964,0
2323458,2323453,,,126533529,126219964,0
2323872,2323873,,,130701438,121356144,0
2324701,2324701,,,129711589,129703548,0
2323923,2323926,,,126530076,130682913,0
2323088,2323093,,,123129418,130682913,0
2323088,2323093,,,123129419,130682913,0
2324408,2324408,,,130669888,121354155,0
2324522,2324527,,,130680875,130690312,0
2324016,2324015,,,130669750,130670336,0
2323132,2323133,,,128960918,121361691,0
2323270,2323269,,,126869988,129692882,0
2323271,2323272,,,128967388,121357065,0
2324613,2324608,,,121363909,126219969,0
2323458,2323459,,,121356730,121357937,0
2324775,2324765,,,126862450,126521339,0
2323615,2323616,,,130696178,128966011,0
2324036,2324033,,,129682673,127995269,0
2324032,2324041,,,129699436,127999510,0
2324032,2324041,,,128807175,127999510,0
2324407,2324408,,,123122804,121351285,0
2323599,2323600,,,129692151,123735112,0
2323673,2323664,,,121352386,121358918,0
2323463,2323453,,,121352697,126219974,0
2323744,2323743,,,130678045,130687662,0
2323666,2323673,,,126869984,121353373,0
2323453,2323450,,,121352932,121359377,0
2324526,2324522,,,121359160,126519677,0
2323203,2323202,,,130684470,130669960,0
2324613,2324608,,,121363930,130669960,0
2324407,2324406,,,121355469,121351815,0
2323095,2323093,,,130693619,130682746,0
2323205,2323204,,,121354421,122488071,0
2323192,2323191,,,121360857,128986065,0
2324563,2324564,,,123744290,126535343,0
2324035,2324033,,,127513487,128208818,0
2324029,2324033,,,126881354,128208818,0
2323271,2323272,,,130677647,126534406,0
2323271,2323272,,,128967214,126534406,0
2324519,2324518,,,127511823,121359648,0
2323597,2323600,,,128959926,121354371,0
2323673,2323666,,,126530325,121361675,0
2323673,2323666,,,130684178,121361675,0
2323748,2323751,,,126873320,121361675,0
2323670,2323666,,,121359013,121361675,0
2324512,2324509,,,126881446,121361675,0
2324772,2324765,,,123726841,126524510,0
2323142,2323145,,,126524105,126240388,0
2323142,2323145,,,130677147,126240388,0
2323666,2323673,,,121361703,121351899,0
2323666,2323673,,,121361705,121351899,0
2324017,2324016,,,126864281,128972607,0
2324035,2324038,,,130697947,128972607,0
2324613,2324608,,,121363930,128972607,0
2323384,2323385,,,126533626,121356774,0
2324365,2324366,,,128978075,121356774,0
2323272,2323271,,,128976292,130686246,0
2323744,2323743,,,121352740,121356691,0
2324745,2324745,,,130684470,121354168,1
2324532,2324538,,,121353885,126881343,0
2324541,2324538,,,121361637,126881343,0
2324745,2324745,,,130684211,121354101,1
2324347,2324346,,,121352788,121351211,0
2323666,2323670,,,129711040,121359206,0
2323666,2323670,,,126542427,121359206,0
53929,2323742,,,126533529,129684602,0
2323199,2323198,,,123734106,130684252,3
2324519,2324527,,,130669653,121359124,0
2323666,2323670,,,126862157,121359124,0
2323666,2323670,,,122483207,121359124,0
2323219,2323216,,,121351161,121361368,0
2323449,2323458,,,121352740,121356556,0
2323250,2323248,,,130680894,130669623,0
2323205,2323204,,,121354288,126869490,0
2324033,2324036,,,121350764,121352656,0
2323458,2323459,,,121356633,123126207,0
2323942,2323945,,,128960864,123727822,0
2323270,2323269,,,126530412,130679561,0
2324526,2324508,,,121358957,123125652,3
2323142,2323145,,,121361699,130673165,0
2324522,2324519,,,130679399,130682066,0
2324036,2324033,,,126864064,130669112,0
2324017,2324016,,,125686768,130669824,0
2323748,2323751,,,121356537,121361696,0
2323748,2323751,,,121356536,121361696,0
2323093,2323094,,,129695799,130693902,0
2323267,2323268,,,122487435,128970961,0
2323664,2323673,,,121358916,127994424,0
2323670,2323666,,,121359126,126523978,0
2324016,2324015,,,125680634,126871931,0
2324408,2324406,,,121351115,121355398,0
2324408,2324406,,,127506595,121355398,0
2323752,2323753,,,121358957,130690536,0
2323132,2323133,,,130698179,129711029,0
2323271,2323272,,,123729461,126534508,0
2323243,2323244,,,121361899,127530173,0
2324701,2324700,,,130696744,130685125,0
2323529,2323532,,,126529081,130683051,0
2323597,2323600,,,121351025,121355640,0
2323597,2323600,,,126859901,121355640,0
2323597,2323600,,,130675163,121355640,0
2324535,2324541,,,126527103,130695407,0
2323192,2323191,,,121360885,130695407,0
2324788,2324790,,,126544320,127515059,0
2324035,2324033,,,126528007,128981476,0
2323752,2323753,,,121359021,128981476,0
2323237,2323211,,,126227109,126884275,0
2323664,2323673,,,126538044,128965966,0
2323272,2323271,,,128976835,130686685,0
2323597,2323594,,,121349840,128959873,0
2323199,2323198,,,128973836,128973721,3
2323133,2323132,,,128019457,126523399,0
2324535,2324532,,,126529176,126220004,0
2324746,2324745,,,130679685,121354133,1
2324406,2324407,,,130689644,130669834,0
2323199,2323198,,,121354988,127512346,3
2323270,2323268,,,123734089,127512346,0
2324563,2324564,,,121362181,121357440,0
2324563,2324564,,,121362182,121357440,0
2323216,2323219,,,128988480,130697947,0
2323270,2323271,,,128005727,126518580,0
2323270,2323271,,,126229711,126518580,0
2324041,2324033,,,121350818,125068477,0
2324036,2324033,,,121352740,125068477,0
2323749,2323750,,,121356715,121352407,0
2324041,2324038,,,125685766,126525601,0
2323270,2323271,,,121354983,126525601,0
53929,2323742,,,128205675,126525601,0
2323270,2323268,,,126869591,126518723,0
2323191,2323192,,,121361129,121360855,0
2324036,2324033,,,130678154,130681025,0
2324036,2324033,,,130678155,130681025,0
2324669,2324670,,,123740004,126530951,0
2324669,2324670,,,130692100,126530951,0
2323943,2323945,,,128192064,130672810,0
2324036,2324033,,,128968158,130674845,0
2324522,2324519,,,130680016,127515416,0
2323450,2323453,,,121359520,127515416,0
2323943,2323945,,,127507607,128960276,0
2323943,2323945,,,128192064,128960276,0
2323271,2323270,,,128978825,123733744,0
2324701,2324700,,,121362263,130684926,0
2323922,2323925,,,121355019,130682600,0
2324404,2324404,,,130670902,130681124,0
2324036,2324033,,,126864281,130681124,0
2324041,2324033,,,130680970,130681124,0
2323211,2323213,,,128204004,121351343,0
2324519,2324527,,,121354327,126537917,0
2324671,2324672,,,130684211,126537917,0
2323270,2323272,,,123119281,123729409,0
2324036,2324033,,,121354815,123729409,0
2324038,2324033,,,130683445,123729409,0
2323271,2323272,,,126874858,123729409,0
2324775,2324765,,,129689425,129686328,0
2324613,2324608,,,121363959,123561974,0
2324335,2324350,,,122495772,130687641,0
2323670,2323666,,,121359151,130696195,0
2323744,2323743,,,129684479,126873505,0
2323449,2323458,,,126525792,126873505,0
2323203,2323202,,,128973464,126518698,0
2324036,2324040,,,121352740,128981733,0
2323666,2323673,,,121361785,126524067,0
2323229,2323230,,,130675172,130701333,0
2323744,2323743,,,129684519,126533593,0
2323449,2323458,,,126864281,126533593,0
2323449,2323458,,,130678207,126533593,0
2324527,2324508,,,121358176,123744308,3
2323463,2323453,,,121352735,121352968,0
2324526,2324522,,,121359013,126857097,0
2323235,2323238,,,126879630,121359813,0
2323140,2323137,,,123728064,121352426,0
2323670,2323666,,,126537759,121352426,0
2324701,2324700,,,121362359,121355457,0
2324036,2324033,,,130677901,126524241,0
2323205,2323204,,,130669424,130684222,0
2324036,2324033,,,130669686,130677628,0
2324522,2324519,,,130680181,130669738,0
2323250,2323248,,,130681122,130669738,0
2323743,2323744,,,126533612,130669738,0
2323270,2323272,,,123122748,130686644,0
2323225,2323229,,,122200564,121355039,0
2324404,2324406,,,128975007,128960264,0
2323271,2323272,,,130686721,121352876,0
2323743,2323744,,,130687994,121352876,0
2323743,2323744,,,130687999,121352876,0
2323743,2323744,,,128978187,121352876,0
2324522,2324518,,,126519508,126539161,0
2323666,2323670,,,126862308,123740038,0
2323666,2323670,,,130677161,123740038,0
2324671,2324672,,,130684733,123740038,0
2324671,2324672,,,128805640,123740038,0
2324527,2324526,,,122206982,123740038,0
2323684,859764,,,126536657,121359557,0
2324527,2324522,,,126537994,129692717,0
2323673,2323666,,,122487985,126224490,0
2323706,2323705,,,121364757,121364671,0
2323234,2323236,,,127999504,126530795,0
2323199,2323198,,,126530908,126530795,3
2323942,2323944,,,121357531,121357523,0
2324526,2324508,,,122492592,121357523,3
2324769,2324765,,,126520384,128966483,0
2323243,2323244,,,128020632,128987732,0
2324335,2324350,,,121361412,123736381,0
2324342,2324341,,,128973836,121360208,0
2324408,2324408,,,126529172,130681608,0
2324295,2324297,,,130674956,121364047,0
2324295,2324297,,,130674959,121364047,0
2324408,2324408,,,129683405,129683406,0
2324406,2324404,,,130685040,130669823,0
2324532,2324538,,,123120295,126881577,0
2324541,2324538,,,121361699,126881577,0
2323942,2323943,,,130670700,130696850,0
2323943,2323942,,,126885087,121356494,0
2324573,2324572,,,126536386,126536374,0
2324746,2324746,,,130681625,130675185,1
2324535,2324532,,,121354840,130680096,0
2323094,2323087,,,130679720,130679740,0
2323270,2323268,,,126530605,130679740,0
2323597,2323600,,,121349840,125680940,0
2324032,2324041,,,121355994,126525384,0
2323089,2323088,,,123134007,122494028,0
2324703,2324702,,,123122804,121362309,0
2324703,2324702,,,130671645,130671630,0
2323673,2323664,,,121361729,121359094,0
2323269,2323272,,,130680021,123729727,0
2323743,2323744,,,130687789,123729727,0
2323244,2323243,,,129712830,129712887,0
2324346,2324348,,,121351311,121352989,0
2324032,2324038,,,121355994,126229047,0
2323271,2323272,,,126525407,121357043,0
2323844,2323839,,,128206414,121357043,0
2324041,2324033,,,130680633,130680754,0
2324775,2324765,,,126862574,125066382,0
2324515,2324522,,,121359749,130680381,0
2323597,2323600,,,121349982,126219966,0
2323203,2323202,,,126869652,126219966,0
2323742,53929,,,129684620,126533534,0
2324365,2324366,,,121356540,126533534,0
2324775,2324765,,,130669210,130667988,0
2323267,2323268,,,126529839,121359876,0
2323599,2323600,,,126227109,123735062,0
2323091,2323093,,,128984606,128004651,0
2324036,2324033,,,128195374,130677654,0
2324515,2324522,,,123559907,130680412,0
2323943,2323945,,,123116805,130672832,0
2323744,2323743,,,126864508,126874044,0
2323192,2323191,,,121360933,126881766,0
53929,2323742,,,121356538,121352920,0
2323137,2323140,,,126524810,122482608,0
2323588,2323591,,,122488602,130675316,0
2323271,2323270,,,126534619,130683973,0
2324528,2324535,,,126534777,121350971,0
2324404,2324406,,,130669686,130689738,0
2323203,2323202,,,130684526,130683423,0
2323243,2323244,,,121361880,126542550,0
2323243,2323244,,,126542607,126542550,0
2323133,2323132,,,122483275,125701632,0
2323296,2323295,,,130683011,122495756,0
2324538,2324512,,,129703492,126881562,0
2323192,2323191,,,121360827,126881562,0
2323810,2323807,,,121363527,121363547,3
2323142,2323145,,,121361699,128796629,0
2323673,2323664,,,125701690,121358977,0
2323273,2323271,,,121354114,126874581,3
2323591,2323588,,,126531297,127511749,0
2323673,2323666,,,123734106,121361703,0
2323449,2323458,,,121352740,126533544,0
2324527,2324522,,,121358514,126522139,0
2323145,2323142,,,129685027,130674528,0
2324346,2324347,,,121351115,121352643,0
2324535,2324532,,,130669989,126519043,0
2324758,2324772,,,128972104,126222231,0
2323943,2323942,,,126544164,125084508,0
2324404,2324406,,,125078018,121357605,0
2323208,2323230,,,129699998,129692938,0
2324527,2324522,,,126878674,129692938,0
2323248,2323250,,,128195374,121354417,0
2324522,2324519,,,129692959,121354417,0
2323248,2323250,,,129691206,121354286,0
2324522,2324519,,,127512245,121354286,0
2323243,2323244,,,129711502,129711428,0
2324772,2324775,,,130674309,126524740,0
2323744,2323743,,,129684252,126533487,0
2323142,2323145,,,121361699,126523502,0
2323943,2323945,,,127507607,123743456,0
2323943,2323945,,,128192064,123743456,0
2324036,2324033,,,130669617,127999347,0
2324036,2324033,,,129695892,127999347,0
2324746,2324746,,,130679917,130681721,1
2324747,2324748,,,121354052,126869416,0
2324747,2324748,,,130673582,126869416,0
2323673,2323666,,,122488048,121361771,0
2323673,2323666,,,128974164,121361771,0
2323750,2323751,,,128205470,121361771,0
2324512,2324509,,,128986145,121361771,0
2324512,2324509,,,126881880,121361771,0
2324512,2324509,,,126881883,121361771,0
2324033,2324036,,,129713963,123729694,0
2324746,2324746,,,130679334,130681369,1
2324745,2324746,,,130684211,130681471,1
2323273,2323271,,,130681648,126534565,3
2324036,2324037,,,128972566,128975935,0
2324033,2324036,,,130668796,126525728,0
2323450,2323449,,,121359384,126525728,0
2324769,2324765,,,129714050,129686048,0
2323694,2323693,,,126540020,130701047,0
2324670,2324669,,,121355341,123128025,0
2323678,2323679,,,121355341,123128025,0
2324365,2324366,,,130687789,126873929,0
2324295,2324298,,,129687098,121363938,0
2324295,2324298,,,126522123,121363938,0
2323922,2323925,,,130674922,129705825,0
2323943,2323945,,,123728064,127529513,0
2323243,2323244,,,129711897,129711821,0
2324746,2324745,,,121353662,130684291,0
2323268,2323267,,,121353662,130684291,0
2324030,2324033,,,127528029,125078654,0
2324036,2324037,,,129684550,125692593,0
2324310,2324314,,,126867543,130677944,0
2323673,2323664,,,126526658,121360189,0
2323673,2323664,,,121353220,121360189,0
2323095,2323093,,,129708102,126528478,0
2324788,2324790,,,121362478,126528478,0
2323844,2323843,,,130686721,123738955,0
2324032,2324038,,,123735510,129696057,0
2324527,2324522,,,121358995,130679389,0
2323597,2323600,,,130675123,128007628,0
2323673,2323664,,,125701862,130692022,0
2323744,2323743,,,128195374,121356586,0
2324526,2324522,,,121359083,128969720,0
2324526,2324522,,,121359081,128969720,0
53929,2323742,,,121356774,128799123,0
2323458,2323459,,,121356652,123126219,0
2323458,2323459,,,126533740,123126219,0
2323234,2323238,,,127999504,126870108,0
2324775,2324765,,,123728815,126521438,0
2323943,2323942,,,126543793,121356379,0
2323942,2323945,,,126543529,126241982,0
2324407,2324406,,,129693699,129693811,0
2324016,2324015,,,130683366,130670860,0
2323588,2323591,,,123734988,130675307,0
2323270,2323268,,,126870322,130680341,0
2323588,2323591,,,130675993,121354813,0
2323463,2323453,,,130678149,121354813,0
2324522,2324519,,,129693056,121354813,0
2323743,2323744,,,128205470,121354813,0
2324526,2324519,,,129706787,121354813,0
2323463,2323453,,,121352697,129684359,0
2324703,2324702,,,123122832,121362344,0
2324758,2324772,,,129695582,128963497,0
2324535,2324532,,,126868322,130679708,0
2323270,2323271,,,121355064,126525744,0
2323458,2323463,,,126873573,126525744,0
2323095,2323093,,,128984730,128004963,0
2324033,2324036,,,126525304,128195365,0
2324041,2324038,,,130667741,121352659,0
2324310,2324313,,,130682316,121352659,0
2324310,2324313,,,129694868,121352659,0
2324407,2324406,,,121354330,130670455,0
2324404,2324406,,,121357737,130670455,0
2324519,2324518,,,129691958,121359620,0
2324041,2324033,,,130680771,130680896,0
2323666,2323670,,,130676946,121359064,0
2324772,2324765,,,121350833,125685910,0
2323943,2323942,,,129713835,129713971,0
2324295,2324298,,,130675143,121363923,0
2323087,2323086,,,123119397,130682157,0
2323133,2323132,,,121361703,128796660,0
2324310,2324313,,,129695439,127999959,0
2323458,2323463,,,126873594,127999959,0
2324538,2324541,,,121350455,126863189,0
2323666,2323673,,,128798326,126863189,0
2323748,2323751,,,126533554,128019637,0
2324512,2324509,,,126881692,128019637,0
2323237,2323214,,,130675328,130676633,0
2324527,2324522,,,126537816,130679248,0
2323922,2323925,,,130674982,129705876,0
2324746,2324745,,,126518855,121354111,1
2324746,2324745,,,130679550,121354111,1
53929,2323742,,,121356825,130678335,0
2324033,2324036,,,121352470,130669429,0
2323463,2323453,,,130677842,130669429,0
2323094,2323092,,,130680613,129714152,0
2323094,2323092,,,129693439,129714152,0
