from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type
2323133,2323132,,,128193232,126240314,0
2324535,2324532,,,121354280,126219836,0
2324314,2324310,,,126225904,128971708,0
2324314,2324310,,,126525631,128971708,0
2323529,2323532,,,128004324,128971708,0
2323666,2323673,,,126530696,126526782,0
2324036,2324033,,,128959712,126862450,0
2324527,2324522,,,123739763,130679536,0
2324746,2324745,,,126220004,122487834,0
2323268,2323267,,,126220004,122487834,0
2323270,2323268,,,130684582,130679886,0
2324671,2324672,,,128805446,121359174,0
2324670,2324669,,,122488139,126538116,0
2323678,2323679,,,122488139,126538116,0
2323666,2323670,,,123117257,122492827,0
2323616,2323615,,,126862170,126224172,0
2323616,2323615,,,126224490,126224172,0
2323142,2323145,,,121361766,126224172,0
2324295,2324297,,,126865567,121364095,0
2324295,2324297,,,121353480,121364095,0
2323272,2323271,,,126532474,126532569,0
2324526,2324527,,,126537784,126536405,0
2324526,2324527,,,129706454,126536405,0
2324033,2324040,,,121352134,128812490,0
2324041,2324033,,,126521627,128798077,0
2324746,2324745,,,128801242,126869725,0
2323268,2323267,,,128801242,126869725,0
2324310,2324313,,,128004299,121352698,0
2323270,2323271,,,121354995,121352698,0
2323600,2323599,,,121354397,121351413,0
2323270,2323269,,,122488049,122485639,0
2323673,2323673,,,123743620,121353337,1
2324404,2324404,,,126524242,130695595,0
2323915,2323919,,,126228821,128196460,0
2324365,2324366,,,121356638,127520593,0
2324535,2324532,,,121354280,126518651,0
2323272,2323273,,,126534264,130681472,3
2324041,2324038,,,123729379,122203170,0
2323203,2323202,,,130684380,122203170,0
2323270,2323271,,,122487585,130678143,0
2323942,2323944,,,123125686,121357519,0
2323942,2323944,,,123737553,121357519,0
2324408,2324407,,,126527960,121357519,0
2323922,2323925,,,121351036,121358700,0
2324408,2324408,,,129695947,121354171,0
2324408,2324408,,,122203174,121354171,0
2323272,2323264,,,122490170,121354171,3
2324036,2324037,,,128972505,121355880,0
2324408,2324406,,,130671798,129693589,0
2324407,2324406,,,129693501,129693589,0
2324407,2324406,,,129693503,129693589,0
2324670,2324669,,,130684582,121359109,0
2323678,2323679,,,130684582,121359109,0
2323673,2323664,,,130696160,121359109,0
2323943,2323942,,,123744658,130696468,0
2323744,2323743,,,121352731,128977820,0
2323271,2323270,,,126874690,126529952,0
2324746,2324745,,,121353680,122487855,0
2323268,2323267,,,121353680,122487855,0
2324672,2324671,,,126236284,122487855,0
2324089,2341323,,,129685902,130700229,0
2324089,2341323,,,128793864,130700229,0
2324295,2324297,,,130679010,121364102,0
2324295,2324297,,,128196460,121364102,0
2324295,2324297,,,123730794,121364102,0
2323742,53929,,,121352961,123124439,0
2323384,2323385,,,128205698,123124439,0
2323384,2323385,,,130687737,123124439,0
2323273,2323271,,,121354146,128978825,3
2323272,2323271,,,122490170,128978825,0
2324772,2324765,,,123726819,130668401,0
2323267,2323264,,,130678840,121354097,3
2323283,2323282,,,130702225,123737355,0
2323588,2323591,,,123734847,130675011,0
2323236,2323214,,,130675100,130676463,0
2323666,2323673,,,128797426,128019662,0
2323666,2323673,,,123117257,128019662,0
2324758,2324772,,,123732940,128190092,0
2324519,2324526,,,130683245,121359061,0
2324772,2324765,,,130668801,130668434,0
2323600,2323599,,,121354298,123727563,0
2323600,2323599,,,126518713,123727563,0
2324314,2324310,,,123114056,128971679,0
2323529,2323532,,,128004299,128971679,0
2323529,2323532,,,126528566,128971679,0
2324407,2324406,,,123122840,121351791,0
2323270,2323269,,,126869921,130679909,0
2324571,2324570,,,121359747,121359735,0
2324772,2324765,,,121350807,128797803,0
2324769,2324765,,,130674040,128797803,0
2323673,2323666,,,128973410,128214567,0
2324512,2324509,,,126881379,128214567,0
2323199,2323198,,,121351001,121350972,3
2324528,2324535,,,123125199,121350972,0
2323095,2323093,,,129708281,129695169,0
2323706,2323707,,,121364805,121364687,0
2323666,2323670,,,126524027,126538095,0
2324527,2324522,,,121359003,126527334,0
2324772,2324765,,,123726819,126862620,0
2324351,2324336,,,126220014,121361359,0
2323271,2323272,,,126863787,122490219,0
2324036,2324033,,,121352731,129714020,0
2323943,2323942,,,129713772,129714020,0
2323203,2323202,,,129696715,126528224,0
2324033,2324036,,,130668647,126863969,0
2324029,2324033,,,126881904,130690896,0
2323270,2323271,,,130683993,121352794,0
2323270,2323269,,,126869921,129692790,0
2324351,2324336,,,121352926,123561500,0
2324038,2324041,,,130669804,126863509,0
2323923,2323926,,,123727206,126537555,0
2324408,2324406,,,122488907,129693786,0
2324032,2324038,,,130670514,130669838,0
2323539,2323540,,,121357637,121353003,0
2324346,2324348,,,121351334,121353003,0
2324041,2324038,,,121352614,121353003,0
2323666,2323670,,,121350644,121358904,0
2324670,2324669,,,130684761,123739987,0
2323678,2323679,,,130684761,123739987,0
2324526,2324522,,,126236284,128969673,0
2323943,2323945,,,121351540,121361527,0
2323142,2323145,,,126523786,121361527,0
2323091,2323093,,,128984636,128972172,0
2323237,2323214,,,130675329,130676634,0
2323744,2323743,,,123729748,130687818,0
2323463,2323453,,,121352760,123733242,0
2324522,2324519,,,129693022,123733242,0
2324526,2324519,,,129706778,123733242,0
2323145,2323142,,,121361568,123117179,0
2323248,2323250,,,126518793,121354338,0
2324522,2324519,,,128969575,121354338,0
2323894,2323893,,,121364173,121363824,0
2323743,2323744,,,128809094,129691017,0
2323133,2323132,,,128214605,128796555,0
2324036,2324033,,,126864562,128963591,0
2324036,2324033,,,126529103,121352490,0
2323915,2323920,,,126521793,126870800,0
2324535,2324532,,,122203191,130679880,0
2324036,2324033,,,128798866,121350786,0
2324032,2324038,,,130670382,121352937,0
2324041,2324038,,,122200554,121352937,0
2323191,2323192,,,126881602,121360824,0
2323199,2323198,,,121355194,129696901,3
2324672,2324671,,,123739763,129696901,0
2323093,2323095,,,130693883,129695660,0
2324746,2324745,,,130680238,121354241,1
2323919,2323915,,,126865567,128200186,0
2324406,2324404,,,130681682,130669670,0
2324745,2324745,,,128805446,130681878,1
2324408,2324406,,,123123612,122486145,0
2323272,2323264,,,121357022,126528076,3
2324314,2324310,,,126864562,121354758,0
2324746,2324745,,,126519043,128198658,1
2324404,2324406,,,121357752,129700488,0
2324671,2324672,,,130684446,121359104,0
2323915,2323919,,,126868014,126526981,0
2323666,2323673,,,126523772,125701661,0
2324535,2324532,,,126219973,129692584,0
2323270,2323268,,,126869815,129692584,0
2324035,2324033,,,130681540,122207107,0
2324035,2324033,,,121354123,122207107,0
2324030,2324033,,,127528155,122207107,0
2324032,2324038,,,129699559,121354842,0
2323203,2323202,,,128805446,121354842,0
2324746,2324745,,,125681007,126869888,0
2323268,2323267,,,125681007,126869888,0
2324672,2324671,,,121359124,126869888,0
2324775,2324772,,,129685987,129714042,0
2323091,2323093,,,128984721,126868121,0
2323599,2323600,,,130678840,121355541,0
2324746,2324745,,,126518973,130684427,0
2323268,2323267,,,126518973,130684427,0
2323296,2323295,,,129695219,121361495,0
2323588,2323591,,,121351411,130669606,0
2324522,2324519,,,130679869,130669606,0
2324745,2324746,,,126869537,130681450,1
2324526,2324522,,,121359174,126519788,0
2324535,2324532,,,129695966,130679827,0
2324029,2324033,,,126881630,128981619,0
2324033,2324036,,,128798457,130683251,0
2323591,2323588,,,126870722,126526823,0
2323673,2323664,,,130676881,121359015,0
2324670,2324669,,,130684300,121359015,0
2323678,2323679,,,130684300,121359015,0
2323244,2323243,,,121362310,126543851,0
2323666,2323670,,,130676899,121359042,0
2323664,2323673,,,126538124,121361779,0
2324538,2324512,,,129703707,126881835,0
2323944,2323945,,,129713856,129713973,0
2323694,2323693,,,123129890,130701041,0
2323588,2323591,,,121351360,128214847,0
2324033,2324036,,,126521602,126864326,0
2324336,2324351,,,121351190,126864326,0
2324519,2324527,,,123119294,121358182,0
2324526,2324527,,,121359168,121358182,0
2323199,2323198,,,121351001,123115759,3
2324528,2324535,,,123125199,123115759,0
2324407,2324406,,,126882792,126531178,0
2324745,2324746,,,128973820,130681634,1
2323673,2323666,,,128973410,121361648,0
2323749,2323751,,,130687212,121361648,0
2324512,2324509,,,128017811,121361648,0
2324512,2324509,,,123742449,121361648,0
2324033,2324036,,,125685700,130677873,0
2323706,2323705,,,121364742,121364667,0
