,route_id,stop_name_1,stop_name_2
0,00001.000044.018:1,LES BRENETS,LES FRETES
1,00001.000044.018:1,LES FRETES,LE LOCLE LE CHALET
2,00001.000044.018:1,LE LOCLE LE CHALET,LE LOCLE
3,00001.000104.001:1,BRIENZ BRB,PLANALP
4,00001.000104.001:1,PLANALP,BRIENZER ROTHORN
5,00003.000011.101:3,BASEL BAD BF,BASEL SBB
6,00003.000011.101:3,BASEL SBB,HAUENSTEIN-BASISTUNNEL
7,00003.000011.101:3,HAUENSTEIN-BASISTUNNEL,ZURICH HB
8,00003.000011.102:3,BASEL SBB,HAUENSTEIN-BASISTUNNEL
9,00003.000011.102:3,HAUENSTEIN-BASISTUNNEL,ZURICH HB
10,00003.000011.102:3,ZURICH HB,ZIMMERBERG-BASISTUNNEL
11,00003.000011.102:3,ZIMMERBERG-BASISTUNNEL,SARGANS
12,00003.000011.102:3,SARGANS,LANDQUART
13,00003.000011.102:3,LANDQUART,CHUR
14,00003.000011.103:3,BASEL SBB,HAUENSTEIN-BASISTUNNEL
15,00003.000011.103:3,HAUENSTEIN-BASISTUNNEL,ZURICH HB
16,00003.000011.107:3,BASEL BAD BF,BASEL SBB
17,00003.000011.107:3,BASEL SBB,HAUENSTEIN-BASISTUNNEL
18,00003.000011.107:3,HAUENSTEIN-BASISTUNNEL,ZURICH HB
19,00003.000011.107:3,ZURICH HB,ZIMMERBERG-BASISTUNNEL
20,00003.000011.107:3,ZIMMERBERG-BASISTUNNEL,SARGANS
21,00003.000011.107:3,SARGANS,LANDQUART
22,00003.000011.107:3,LANDQUART,CHUR
23,00003.000093.001:3,TASCH,ZERMATT
24,00004.000011.102:4,BASEL SBB,BASEL BAD BF
25,00004.000097.001:4,STE-CROIX,SIX-FONTAINES
26,00004.000097.001:4,SIX-FONTAINES,BAULMES
27,00004.000097.001:4,BAULMES,VUITEBOEUF
28,00004.000097.001:4,VUITEBOEUF,ESSERT-SOUS-CHAMPVENT
29,00004.000097.001:4,ESSERT-SOUS-CHAMPVENT,VALEYRES-SOUS-MONTAGNY
30,00004.000097.001:4,VALEYRES-SOUS-MONTAGNY,LA BRINAZ
31,00004.000097.001:4,LA BRINAZ,YVERDON-LES-BAINS
32,00005.000097.001:5,YVERDON-LES-BAINS,YVERDON WILLIAM BARBEY
33,00005.000097.001:5,YVERDON WILLIAM BARBEY,LA BRINAZ
34,00005.000097.001:5,LA BRINAZ,VALEYRES-SOUS-MONTAGNY
35,00005.000097.001:5,VALEYRES-SOUS-MONTAGNY,ESSERT-SOUS-CHAMPVENT
36,00005.000097.001:5,ESSERT-SOUS-CHAMPVENT,VUITEBOEUF
37,00005.000097.001:5,VUITEBOEUF,BAULMES
38,00005.000097.001:5,BAULMES,SIX-FONTAINES
39,00005.000097.001:5,SIX-FONTAINES,STE-CROIX
40,00005.000136.001:5,ALPNACHSTAD PB,AEMSIGEN
41,00005.000136.001:5,AEMSIGEN,PILATUS KULM
42,00005.000371.001:5,BLONAY,CHAMBY
43,00005.000371.001:5,CHAMBY,CHAMBY-MUSEE
44,00006.000011.101:6,INTERLAKEN OST,INTERLAKEN WEST
45,00006.000011.101:6,INTERLAKEN WEST,SPIEZ
46,00006.000011.101:6,SPIEZ,THUN
47,00006.000011.101:6,THUN,BERN
48,00006.000011.101:6,BERN,BAHN-2000-STRECKE
49,00006.000011.101:6,BAHN-2000-STRECKE,OLTEN
50,00006.000011.101:6,OLTEN,LIESTAL
51,00006.000011.101:6,LIESTAL,BASEL SBB
52,00006.000011.101:6,BASEL SBB,BASEL BAD BF
53,00006.000011.102:6,BERN,BAHN-2000-STRECKE
54,00006.000011.102:6,BAHN-2000-STRECKE,OLTEN
55,00006.000011.102:6,OLTEN,LIESTAL
56,00006.000011.102:6,LIESTAL,BASEL SBB
57,00006.000011.102:6,BASEL SBB,BASEL BAD BF
58,00006.000011.104:6,INTERLAKEN OST,INTERLAKEN WEST
59,00006.000011.104:6,INTERLAKEN WEST,SPIEZ
60,00006.000011.104:6,SPIEZ,THUN
61,00006.000011.104:6,THUN,BERN
62,00006.000011.104:6,BERN,BAHN-2000-STRECKE
63,00006.000011.104:6,BAHN-2000-STRECKE,OLTEN
64,00006.000011.104:6,OLTEN,LIESTAL
65,00006.000011.104:6,LIESTAL,BASEL SBB
66,00006.000023.002:6,AIGLE,AIGLE-HOPITAL
67,00006.000023.002:6,AIGLE-HOPITAL,ST-TRIPHON-VILLAGE
68,00006.000023.002:6,ST-TRIPHON-VILLAGE,OLLON VD
69,00006.000023.002:6,OLLON VD,LES ARNOUX
70,00006.000023.002:6,LES ARNOUX,VILLY
71,00006.000023.002:6,VILLY,ST-TRIPHON-GARE
72,00006.000023.002:6,ST-TRIPHON-GARE,PONT DU RHONE
73,00006.000023.002:6,PONT DU RHONE,CORBIER
74,00006.000023.002:6,CORBIER,COLLOMBEY-MURAZ
75,00006.000023.002:6,COLLOMBEY-MURAZ,MONTHEY-EN PLACE
76,00006.000023.002:6,MONTHEY-EN PLACE,MONTHEY-VILLE
77,00006.000023.002:6,MONTHEY-VILLE,MONTHEY-EN PLACE
78,00006.000023.002:6,MONTHEY-EN PLACE,MONTHEY-HOPITAL
79,00006.000023.002:6,MONTHEY-HOPITAL,CHEMEX
80,00006.000023.002:6,CHEMEX,CROIX-DU-NANT
81,00006.000023.002:6,CROIX-DU-NANT,LES NEYS
82,00006.000023.002:6,LES NEYS,ROUTE DE MORGINS
83,00006.000023.002:6,ROUTE DE MORGINS,TROISTORRENTS
84,00006.000023.002:6,TROISTORRENTS,PONT DE FAYOT
85,00006.000023.002:6,PONT DE FAYOT,FAYOT
86,00006.000023.002:6,FAYOT,VAL-D'ILLIEZ
87,00006.000023.002:6,VAL-D'ILLIEZ,EN CHARNET
88,00006.000023.002:6,EN CHARNET,LA COUR
89,00006.000023.002:6,LA COUR,CHAMPERY-VILLAGE
90,00006.000023.002:6,CHAMPERY-VILLAGE,CHAMPERY
91,00008.000371.001:8,CHAMBY-MUSEE,BLONAY
92,00011.000129.001:11,CAPOLAGO-RIVA S. VITALE,S. NICOLAO
93,00011.000129.001:11,S. NICOLAO,BELLAVISTA
94,00011.000129.001:11,BELLAVISTA,GENEROSO VETTA
95,00012.000129.001:12,GENEROSO VETTA,BELLAVISTA
96,00012.000129.001:12,BELLAVISTA,S. NICOLAO
97,00012.000129.001:12,S. NICOLAO,CAPOLAGO-RIVA S. VITALE
98,00012.000129.001:12,CAPOLAGO-RIVA S. VITALE,CAPOLAGO LAGO
99,00014.000371.001:14,CHAMBY-MUSEE,CHAMBY
100,00017.000023.004:17,MONTHEY-VILLE,MONTHEY-EN PLACE
101,00017.000023.004:17,MONTHEY-EN PLACE,COLLOMBEY-MURAZ
102,00017.000023.004:17,COLLOMBEY-MURAZ,CORBIER
103,00017.000023.004:17,CORBIER,PONT DU RHONE
104,00017.000023.004:17,PONT DU RHONE,ST-TRIPHON-GARE
105,00017.000023.004:17,ST-TRIPHON-GARE,VILLY
106,00017.000023.004:17,VILLY,LES ARNOUX
107,00017.000023.004:17,LES ARNOUX,OLLON VD
108,00017.000023.004:17,OLLON VD,ST-TRIPHON-VILLAGE
109,00017.000023.004:17,ST-TRIPHON-VILLAGE,AIGLE-HOPITAL
110,00017.000023.004:17,AIGLE-HOPITAL,AIGLE
111,00032.000011.101:32,DOMODOSSOLA (I),SIMPLONTUNNEL
112,00032.000011.101:32,SIMPLONTUNNEL,BRIG
113,00032.000011.101:32,BRIG,SION
114,00032.000011.101:32,SION,MONTREUX
115,00032.000011.101:32,MONTREUX,LAUSANNE
116,00032.000011.101:32,LAUSANNE,GENEVE
117,00032.000011.102:32,DOMODOSSOLA (I),SIMPLONTUNNEL
118,00032.000011.102:32,SIMPLONTUNNEL,BRIG
119,00032.000011.102:32,BRIG,MONTREUX
120,00032.000011.102:32,MONTREUX,LAUSANNE
121,00032.000011.102:32,LAUSANNE,GENEVE
122,00032.000049.001:CENTOVALLI EXPRESS,LOCARNO FART,LOCARNO S. ANTONIO
123,00032.000049.001:CENTOVALLI EXPRESS,LOCARNO S. ANTONIO,PONTE BROLLA
124,00032.000049.001:CENTOVALLI EXPRESS,PONTE BROLLA,TEGNA
125,00032.000049.001:CENTOVALLI EXPRESS,TEGNA,VERSCIO
126,00032.000049.001:CENTOVALLI EXPRESS,VERSCIO,CAVIGLIANO
127,00032.000049.001:CENTOVALLI EXPRESS,CAVIGLIANO,INTRAGNA
128,00032.000049.001:CENTOVALLI EXPRESS,INTRAGNA,CAMEDO
129,00032.000049.001:CENTOVALLI EXPRESS,CAMEDO,CENTOVALLI
130,00032.000049.001:CENTOVALLI EXPRESS,CENTOVALLI,RE
131,00032.000049.001:CENTOVALLI EXPRESS,RE,MALESCO
132,00032.000049.001:CENTOVALLI EXPRESS,MALESCO,PRESTINONE
133,00032.000049.001:CENTOVALLI EXPRESS,PRESTINONE,S. MARIA MAGGIORE
134,00032.000049.001:CENTOVALLI EXPRESS,S. MARIA MAGGIORE,DRUOGNO
135,00032.000049.001:CENTOVALLI EXPRESS,DRUOGNO,TRONTANO
136,00032.000049.001:CENTOVALLI EXPRESS,TRONTANO,MASERA
137,00032.000049.001:CENTOVALLI EXPRESS,MASERA,DOMODOSSOLA (I)
138,00032.000049.003:32,LOCARNO FART,LOCARNO S. ANTONIO
139,00032.000049.003:32,LOCARNO S. ANTONIO,PONTE BROLLA
140,00032.000049.003:32,PONTE BROLLA,TEGNA
141,00032.000049.003:32,TEGNA,VERSCIO
142,00032.000049.003:32,VERSCIO,CAVIGLIANO
143,00032.000049.003:32,CAVIGLIANO,INTRAGNA
144,00032.000049.003:32,INTRAGNA,CAMEDO
145,00032.000049.004:32,CAMEDO,CENTOVALLI
146,00032.000049.004:32,CENTOVALLI,RE
147,00032.000049.004:32,RE,MALESCO
148,00032.000049.004:32,MALESCO,PRESTINONE
149,00032.000049.004:32,PRESTINONE,S. MARIA MAGGIORE
150,00032.000049.004:32,S. MARIA MAGGIORE,DRUOGNO
151,00032.000049.004:32,DRUOGNO,GAGNONE-ORCESCO
152,00032.000049.004:32,GAGNONE-ORCESCO,TRONTANO
153,00032.000049.004:32,TRONTANO,MASERA
154,00032.000049.004:32,MASERA,DOMODOSSOLA (I)
155,00033.000121.003:33,RIFFELALP,RIFFELBERG
156,00033.000121.003:33,RIFFELBERG,ROTENBODEN
157,00033.000121.003:33,ROTENBODEN,GORNERGRAT
158,00034.000011.103:34,DOMODOSSOLA (I),SIMPLONTUNNEL
159,00034.000011.103:34,SIMPLONTUNNEL,BRIG
160,00034.000011.104:34,DOMODOSSOLA (I),SIMPLONTUNNEL
161,00034.000011.104:34,SIMPLONTUNNEL,BRIG
162,00034.000011.104:34,BRIG,SION
163,00034.000011.104:34,SION,MONTREUX
164,00034.000011.104:34,MONTREUX,LAUSANNE
165,00034.000011.106:34,DOMODOSSOLA (I),SIMPLONTUNNEL
166,00034.000011.106:34,SIMPLONTUNNEL,BRIG
167,00034.000011.106:34,BRIG,SION
168,00034.000049.001:CENTOVALLI EXPRESS,LOCARNO FART,LOCARNO S. ANTONIO
169,00034.000049.001:CENTOVALLI EXPRESS,LOCARNO S. ANTONIO,PONTE BROLLA
170,00034.000049.001:CENTOVALLI EXPRESS,PONTE BROLLA,INTRAGNA
171,00034.000049.001:CENTOVALLI EXPRESS,INTRAGNA,CAMEDO
172,00034.000049.001:CENTOVALLI EXPRESS,CAMEDO,CENTOVALLI
173,00034.000049.001:CENTOVALLI EXPRESS,CENTOVALLI,RE
174,00034.000049.001:CENTOVALLI EXPRESS,RE,MALESCO
175,00034.000049.001:CENTOVALLI EXPRESS,MALESCO,PRESTINONE
176,00034.000049.001:CENTOVALLI EXPRESS,PRESTINONE,S. MARIA MAGGIORE
177,00034.000049.001:CENTOVALLI EXPRESS,S. MARIA MAGGIORE,DRUOGNO
178,00034.000049.001:CENTOVALLI EXPRESS,DRUOGNO,TRONTANO
179,00034.000049.001:CENTOVALLI EXPRESS,TRONTANO,MASERA
180,00034.000049.001:CENTOVALLI EXPRESS,MASERA,DOMODOSSOLA (I)
181,00035.000011.101:35,GENEVE,LAUSANNE
182,00035.000011.101:35,LAUSANNE,MONTREUX
183,00035.000011.101:35,MONTREUX,SION
184,00035.000011.101:35,SION,BRIG
185,00035.000011.101:35,BRIG,SIMPLONTUNNEL
186,00035.000011.101:35,SIMPLONTUNNEL,DOMODOSSOLA (I)
187,00035.000011.101:35,DOMODOSSOLA (I),MILANO CENTRALE
188,00036.000011.107:36,MILANO CENTRALE,DOMODOSSOLA (I)
189,00036.000011.107:36,DOMODOSSOLA (I),SIMPLONTUNNEL
190,00036.000011.107:36,SIMPLONTUNNEL,BRIG
191,00039.000011.102:39,GENEVE,LAUSANNE
192,00039.000011.102:39,LAUSANNE,MONTREUX
193,00039.000011.102:39,MONTREUX,SION
194,00039.000011.102:39,SION,BRIG
195,00040.000049.001:TRENO PANORAMICO VIGEZZO VISION,LOCARNO FART,PONTE BROLLA
196,00040.000049.001:TRENO PANORAMICO VIGEZZO VISION,PONTE BROLLA,INTRAGNA
197,00040.000049.001:TRENO PANORAMICO VIGEZZO VISION,INTRAGNA,CAMEDO
198,00040.000049.001:TRENO PANORAMICO VIGEZZO VISION,CAMEDO,CENTOVALLI
199,00040.000049.001:TRENO PANORAMICO VIGEZZO VISION,CENTOVALLI,RE
200,00040.000049.001:TRENO PANORAMICO VIGEZZO VISION,RE,MALESCO
201,00040.000049.001:TRENO PANORAMICO VIGEZZO VISION,MALESCO,S. MARIA MAGGIORE
202,00040.000049.001:TRENO PANORAMICO VIGEZZO VISION,S. MARIA MAGGIORE,DRUOGNO
203,00040.000049.001:TRENO PANORAMICO VIGEZZO VISION,DRUOGNO,TRONTANO
204,00040.000049.001:TRENO PANORAMICO VIGEZZO VISION,TRONTANO,MASERA
205,00040.000049.001:TRENO PANORAMICO VIGEZZO VISION,MASERA,DOMODOSSOLA (I)
206,00040.000049.003:40,CAMEDO,CENTOVALLI
207,00040.000049.003:40,CENTOVALLI,RE
208,00040.000049.003:40,RE,MALESCO
209,00040.000049.003:40,MALESCO,S. MARIA MAGGIORE
210,00040.000049.003:40,S. MARIA MAGGIORE,DRUOGNO
211,00040.000049.003:40,DRUOGNO,TRONTANO
212,00040.000049.003:40,TRONTANO,MASERA
213,00040.000049.003:40,MASERA,DOMODOSSOLA (I)
214,00041.000011.108:41,LAUSANNE,MONTREUX
215,00041.000011.108:41,MONTREUX,SION
216,00041.000011.108:41,SION,BRIG
217,00041.000011.108:41,BRIG,SIMPLONTUNNEL
218,00041.000011.108:41,SIMPLONTUNNEL,DOMODOSSOLA (I)
219,00041.000011.108:41,DOMODOSSOLA (I),MILANO CENTRALE
220,00041.000049.001:41,DOMODOSSOLA (I),MASERA
221,00041.000049.001:41,MASERA,TRONTANO
222,00041.000049.001:41,TRONTANO,GAGNONE-ORCESCO
223,00041.000049.001:41,GAGNONE-ORCESCO,DRUOGNO
224,00041.000049.001:41,DRUOGNO,S. MARIA MAGGIORE
225,00041.000049.001:41,S. MARIA MAGGIORE,MALESCO
226,00041.000049.001:41,MALESCO,RE
227,00041.000049.001:41,RE,CENTOVALLI
228,00041.000049.001:41,CENTOVALLI,CAMEDO
229,00041.000049.001:41,CAMEDO,VERDASIO
230,00041.000049.001:41,VERDASIO,INTRAGNA
231,00041.000049.001:41,INTRAGNA,PONTE BROLLA
232,00041.000049.001:41,PONTE BROLLA,LOCARNO S. ANTONIO
233,00041.000049.001:41,LOCARNO S. ANTONIO,LOCARNO FART
234,00042.000011.101:42,VENEZIA S. LUCIA,MILANO CENTRALE
235,00042.000011.101:42,MILANO CENTRALE,DOMODOSSOLA (I)
236,00042.000011.101:42,DOMODOSSOLA (I),SIMPLONTUNNEL
237,00042.000011.101:42,SIMPLONTUNNEL,BRIG
238,00042.000011.101:42,BRIG,SION
239,00042.000011.101:42,SION,MONTREUX
240,00042.000011.101:42,MONTREUX,LAUSANNE
241,00042.000011.101:42,LAUSANNE,GENEVE
242,00043.000049.004:43,CAMEDO,VERDASIO
243,00043.000049.004:43,VERDASIO,INTRAGNA
244,00043.000049.004:43,INTRAGNA,PONTE BROLLA
245,00043.000049.004:43,PONTE BROLLA,LOCARNO S. ANTONIO
246,00043.000049.004:43,LOCARNO S. ANTONIO,LOCARNO FART
247,00044.000011.101:44,DOMODOSSOLA (I),SIMPLONTUNNEL
248,00044.000011.101:44,SIMPLONTUNNEL,BRIG
249,00044.000011.101:44,BRIG,VISP
250,00044.000011.101:44,VISP,SION
251,00044.000011.101:44,SION,MARTIGNY
252,00044.000011.101:44,MARTIGNY,ST-MAURICE
253,00044.000011.101:44,ST-MAURICE,AIGLE
254,00044.000011.101:44,AIGLE,MONTREUX
255,00044.000011.101:44,MONTREUX,VEVEY
256,00044.000011.101:44,VEVEY,LAUSANNE
257,00044.000011.101:44,LAUSANNE,MORGES
258,00044.000011.101:44,MORGES,NYON
259,00044.000011.101:44,NYON,GENEVE
260,00044.000011.101:44,GENEVE,GENEVE-AEROPORT
261,00044.000011.102:44,BRIG,VISP
262,00044.000011.102:44,VISP,SION
263,00044.000011.102:44,SION,MARTIGNY
264,00044.000011.102:44,MARTIGNY,ST-MAURICE
265,00044.000011.102:44,ST-MAURICE,AIGLE
266,00044.000011.102:44,AIGLE,MONTREUX
267,00044.000011.102:44,MONTREUX,VEVEY
268,00044.000011.102:44,VEVEY,LAUSANNE
269,00044.000011.102:44,LAUSANNE,MORGES
270,00044.000011.102:44,MORGES,NYON
271,00044.000011.102:44,NYON,GENEVE
272,00044.000011.102:44,GENEVE,GENEVE-AEROPORT
273,00044.000011.103:44,VENEZIA S. LUCIA,MILANO CENTRALE
274,00044.000011.103:44,MILANO CENTRALE,DOMODOSSOLA (I)
275,00044.000011.103:44,DOMODOSSOLA (I),SIMPLONTUNNEL
276,00044.000011.103:44,SIMPLONTUNNEL,BRIG
277,00044.000011.103:44,BRIG,VISP
278,00044.000011.103:44,VISP,SION
279,00044.000011.103:44,SION,MARTIGNY
280,00044.000011.103:44,MARTIGNY,ST-MAURICE
281,00044.000011.103:44,ST-MAURICE,AIGLE
282,00044.000011.103:44,AIGLE,MONTREUX
283,00044.000011.103:44,MONTREUX,VEVEY
284,00044.000011.103:44,VEVEY,LAUSANNE
285,00044.000011.103:44,LAUSANNE,MORGES
286,00044.000011.103:44,MORGES,NYON
287,00044.000011.103:44,NYON,GENEVE
288,00044.000011.103:44,GENEVE,GENEVE-AEROPORT
289,00047.000049.001:TRENO PANORAMICO VIGEZZO VISION,DOMODOSSOLA (I),MASERA
290,00047.000049.001:TRENO PANORAMICO VIGEZZO VISION,MASERA,TRONTANO
291,00047.000049.001:TRENO PANORAMICO VIGEZZO VISION,TRONTANO,GAGNONE-ORCESCO
292,00047.000049.001:TRENO PANORAMICO VIGEZZO VISION,GAGNONE-ORCESCO,DRUOGNO
293,00047.000049.001:TRENO PANORAMICO VIGEZZO VISION,DRUOGNO,S. MARIA MAGGIORE
294,00047.000049.001:TRENO PANORAMICO VIGEZZO VISION,S. MARIA MAGGIORE,MALESCO
295,00047.000049.001:TRENO PANORAMICO VIGEZZO VISION,MALESCO,RE
296,00047.000049.001:TRENO PANORAMICO VIGEZZO VISION,RE,CENTOVALLI
297,00047.000049.001:TRENO PANORAMICO VIGEZZO VISION,CENTOVALLI,CAMEDO
298,00047.000049.001:TRENO PANORAMICO VIGEZZO VISION,CAMEDO,INTRAGNA
299,00047.000049.001:TRENO PANORAMICO VIGEZZO VISION,INTRAGNA,PONTE BROLLA
300,00047.000049.001:TRENO PANORAMICO VIGEZZO VISION,PONTE BROLLA,LOCARNO S. ANTONIO
301,00047.000049.001:TRENO PANORAMICO VIGEZZO VISION,LOCARNO S. ANTONIO,LOCARNO FART
302,00048.000049.001:CENTOVALLI EXPRESS,LOCARNO FART,LOCARNO S. ANTONIO
303,00048.000049.001:CENTOVALLI EXPRESS,LOCARNO S. ANTONIO,PONTE BROLLA
304,00048.000049.001:CENTOVALLI EXPRESS,PONTE BROLLA,INTRAGNA
305,00048.000049.001:CENTOVALLI EXPRESS,INTRAGNA,CAMEDO
306,00048.000049.001:CENTOVALLI EXPRESS,CAMEDO,CENTOVALLI
307,00048.000049.001:CENTOVALLI EXPRESS,CENTOVALLI,RE
308,00048.000049.001:CENTOVALLI EXPRESS,RE,MALESCO
309,00048.000049.001:CENTOVALLI EXPRESS,MALESCO,S. MARIA MAGGIORE
310,00048.000049.001:CENTOVALLI EXPRESS,S. MARIA MAGGIORE,DRUOGNO
311,00048.000049.001:CENTOVALLI EXPRESS,DRUOGNO,TRONTANO
312,00048.000049.001:CENTOVALLI EXPRESS,TRONTANO,MASERA
313,00048.000049.001:CENTOVALLI EXPRESS,MASERA,DOMODOSSOLA (I)
314,00050.000011.101:50,DOMODOSSOLA (I),SIMPLONTUNNEL
315,00050.000011.101:50,SIMPLONTUNNEL,BRIG
316,00050.000011.101:50,BRIG,VISP
317,00050.000011.101:50,VISP,LOTSCHBERG-BASISTUNNEL
318,00050.000011.101:50,LOTSCHBERG-BASISTUNNEL,SPIEZ
319,00050.000011.101:50,SPIEZ,THUN
320,00050.000011.101:50,THUN,BERN
321,00050.000011.101:50,BERN,BAHN-2000-STRECKE
322,00050.000011.101:50,BAHN-2000-STRECKE,OLTEN
323,00050.000011.101:50,OLTEN,BASEL SBB
324,00051.000011.102:51,BASEL SBB,OLTEN
325,00051.000011.102:51,OLTEN,BAHN-2000-STRECKE
326,00051.000011.102:51,BAHN-2000-STRECKE,BERN
327,00051.000011.102:51,BERN,THUN
328,00051.000011.102:51,THUN,SPIEZ
329,00051.000011.102:51,SPIEZ,LOTSCHBERG-BASISTUNNEL
330,00051.000011.102:51,LOTSCHBERG-BASISTUNNEL,VISP
331,00051.000011.102:51,VISP,BRIG
332,00052.000011.101:52,DOMODOSSOLA (I),SIMPLONTUNNEL
333,00052.000011.101:52,SIMPLONTUNNEL,BRIG
334,00052.000011.101:52,BRIG,VISP
335,00052.000011.101:52,VISP,LOTSCHBERG-BASISTUNNEL
336,00052.000011.101:52,LOTSCHBERG-BASISTUNNEL,SPIEZ
337,00052.000011.101:52,SPIEZ,THUN
338,00052.000011.101:52,THUN,BERN
339,00052.000011.101:52,BERN,BAHN-2000-STRECKE
340,00052.000011.101:52,BAHN-2000-STRECKE,OLTEN
341,00052.000011.101:52,OLTEN,BASEL SBB
342,00052.000011.101:52,BASEL SBB,BASEL BAD BF
343,00056.000011.101:56,DOMODOSSOLA (I),SIMPLONTUNNEL
344,00056.000011.101:56,SIMPLONTUNNEL,BRIG
345,00056.000011.101:56,BRIG,VISP
346,00056.000011.101:56,VISP,LOTSCHBERG-BASISTUNNEL
347,00056.000011.101:56,LOTSCHBERG-BASISTUNNEL,SPIEZ
348,00056.000011.101:56,SPIEZ,THUN
349,00056.000011.101:56,THUN,BERN
350,00056.000011.101:56,BERN,BAHN-2000-STRECKE
351,00056.000011.101:56,BAHN-2000-STRECKE,OLTEN
352,00056.000011.101:56,OLTEN,LIESTAL
353,00056.000011.101:56,LIESTAL,BASEL SBB
354,00056.000011.102:56,BRIG,VISP
355,00056.000011.102:56,VISP,LOTSCHBERG-BASISTUNNEL
356,00056.000011.102:56,LOTSCHBERG-BASISTUNNEL,SPIEZ
357,00056.000011.102:56,SPIEZ,THUN
358,00056.000011.102:56,THUN,BERN
359,00056.000011.102:56,BERN,BAHN-2000-STRECKE
360,00056.000011.102:56,BAHN-2000-STRECKE,OLTEN
361,00056.000011.102:56,OLTEN,LIESTAL
362,00056.000011.102:56,LIESTAL,BASEL SBB
363,00071.000104.001:71,BRIENZ BRB,PLANALP
364,00075.000049.002:75,CAMEDO,BORGNONE-CADANZA
365,00075.000049.002:75,BORGNONE-CADANZA,PALAGNEDRA
366,00075.000049.002:75,PALAGNEDRA,VERDASIO
367,00075.000049.002:75,VERDASIO,CORCAPOLO
368,00075.000049.002:75,CORCAPOLO,INTRAGNA
369,00075.000049.002:75,INTRAGNA,PONTE BROLLA
370,00075.000049.002:75,PONTE BROLLA,LOCARNO S. ANTONIO
371,00075.000049.002:75,LOCARNO S. ANTONIO,LOCARNO FART
372,00076.000049.003:76,LOCARNO FART,PONTE BROLLA
373,00076.000049.003:76,PONTE BROLLA,INTRAGNA
374,00076.000049.003:76,INTRAGNA,CAMEDO
375,00080.000049.001:80,LOCARNO FART,LOCARNO S. ANTONIO
376,00080.000049.001:80,LOCARNO S. ANTONIO,PONTE BROLLA
377,00080.000049.001:80,PONTE BROLLA,TEGNA
378,00080.000049.001:80,TEGNA,VERSCIO
379,00080.000049.001:80,VERSCIO,CAVIGLIANO
380,00080.000049.001:80,CAVIGLIANO,INTRAGNA
381,00080.000049.001:80,INTRAGNA,CORCAPOLO
382,00080.000049.001:80,CORCAPOLO,VERDASIO
383,00080.000049.001:80,VERDASIO,PALAGNEDRA
384,00080.000049.001:80,PALAGNEDRA,CAMEDO
385,00080.000049.001:80,CAMEDO,CENTOVALLI
386,00080.000049.001:80,CENTOVALLI,RE
387,00080.000049.001:80,RE,MALESCO
388,00080.000049.001:80,MALESCO,PRESTINONE
389,00080.000049.001:80,PRESTINONE,S. MARIA MAGGIORE
390,00080.000049.001:80,S. MARIA MAGGIORE,DRUOGNO
391,00080.000049.001:80,DRUOGNO,TRONTANO
392,00080.000049.001:80,TRONTANO,MASERA
393,00080.000049.001:80,MASERA,DOMODOSSOLA (I)
394,00080.000049.003:80,LOCARNO FART,LOCARNO S. ANTONIO
395,00080.000049.003:80,LOCARNO S. ANTONIO,PONTE BROLLA
396,00080.000049.003:80,PONTE BROLLA,TEGNA
397,00080.000049.003:80,TEGNA,VERSCIO
398,00080.000049.003:80,VERSCIO,CAVIGLIANO
399,00080.000049.003:80,CAVIGLIANO,INTRAGNA
400,00080.000049.003:80,INTRAGNA,CORCAPOLO
401,00080.000049.003:80,CORCAPOLO,VERDASIO
402,00080.000049.003:80,VERDASIO,PALAGNEDRA
403,00080.000049.003:80,PALAGNEDRA,CAMEDO
404,00096.000011.101:96,BREGENZ,ST. MARGRETHEN SG
405,00096.000011.101:96,ST. MARGRETHEN SG,ST. GALLEN
406,00096.000011.101:96,ST. GALLEN,WINTERTHUR
407,00096.000011.101:96,WINTERTHUR,ZURICH FLUGHAFEN
408,00096.000011.101:96,ZURICH FLUGHAFEN,ZURICH HB
409,00096.000011.103:96,BREGENZ,ST. MARGRETHEN SG
410,00101.000029.007:101,BIERE,BALLENS
411,00101.000029.007:101,BALLENS,BALLENS-FROIDEVILLE
412,00101.000029.007:101,BALLENS-FROIDEVILLE,APPLES
413,00101.000029.007:101,APPLES,REVEROLLE
414,00101.000029.007:101,REVEROLLE,CHARDONNEY-CHATEAU
415,00101.000029.007:101,CHARDONNEY-CHATEAU,YENS
416,00101.000029.007:101,YENS,BUSSY-CHARDONNEY
417,00101.000029.007:101,BUSSY-CHARDONNEY,LE MARAIS
418,00101.000029.007:101,LE MARAIS,VUFFLENS-LE-CHATEAU
419,00101.000029.007:101,VUFFLENS-LE-CHATEAU,CHIGNY
420,00101.000029.007:101,CHIGNY,PRELIONNE
421,00101.000029.007:101,PRELIONNE,LA GOTTAZ
422,00101.000029.007:101,LA GOTTAZ,MORGES
423,00101.000096.005:14,AARAU,AARAU TORFELD
424,00101.000096.005:14,AARAU TORFELD,BUCHS AG
425,00101.000096.005:14,BUCHS AG,SUHR
426,00101.000096.005:14,SUHR,GRANICHEN TONDLER
427,00101.000096.005:14,GRANICHEN TONDLER,GRANICHEN
428,00101.000096.005:14,GRANICHEN,GRANICHEN OBERDORF
429,00101.000096.005:14,GRANICHEN OBERDORF,BLEIEN LIEBEGG
430,00101.000096.005:14,BLEIEN LIEBEGG,TEUFENTHAL AG
