,route_id,stop_name_1,stop_name_2
4050,02202.000064.001:2202,SAANENMOSER,OESCHSEITE
4051,02202.000064.001:2202,OESCHSEITE,ZWEISIMMEN
4052,02205.000064.001:2205,ZWEISIMMEN,OESCHSEITE
4053,02205.000064.001:2205,OESCHSEITE,SAANENMOSER
4054,02205.000064.001:2205,SAANENMOSER,SCHONRIED
4055,02205.000064.001:2205,SCHONRIED,GRUBEN
4056,02205.000064.001:2205,GRUBEN,GSTAAD
4057,02205.000064.001:2205,GSTAAD,SAANEN
4058,02205.000064.001:2205,SAANEN,ROUGEMONT
4059,02205.000064.001:2205,ROUGEMONT,FLENDRUZ
4060,02205.000064.001:2205,FLENDRUZ,LES COMBES
4061,02205.000064.001:2205,LES COMBES,LES GRANGES-GERIGNOZ
4062,02205.000064.001:2205,LES GRANGES-GERIGNOZ,CHATEAU-D'OEX LA PALAZ
4063,02205.000064.001:2205,CHATEAU-D'OEX LA PALAZ,CHATEAU-D'OEX
4064,02205.000064.001:2205,CHATEAU-D'OEX,LA CHAUDANNE-LES MOULINS
4065,02205.000064.001:2205,LA CHAUDANNE-LES MOULINS,ROSSINIERE
4066,02205.000064.001:2205,ROSSINIERE,LA TINE
4067,02205.000064.001:2205,LA TINE,MONTBOVON
4068,02205.000064.001:2205,MONTBOVON,LES SCIERNES
4069,02205.000064.001:2205,LES SCIERNES,ALLIERES
4070,02205.000064.001:2205,ALLIERES,LES CASES
4071,02205.000064.001:2205,LES CASES,JOR
4072,02205.000064.001:2205,JOR,LES AVANTS
4073,02205.000064.001:2205,LES AVANTS,CHAMBY
4074,02205.000064.001:2205,CHAMBY,SONZIER
4075,02205.000064.001:2205,SONZIER,CHERNEX
4076,02205.000064.001:2205,CHERNEX,FONTANIVENT
4077,02205.000064.001:2205,FONTANIVENT,MONTREUX
4078,02205.000064.002:2205,GSTAAD,SAANEN
4079,02205.000064.002:2205,SAANEN,ROUGEMONT
4080,02205.000064.002:2205,ROUGEMONT,FLENDRUZ
4081,02205.000064.002:2205,FLENDRUZ,LES COMBES
4082,02205.000064.002:2205,LES COMBES,LES GRANGES-GERIGNOZ
4083,02205.000064.002:2205,LES GRANGES-GERIGNOZ,CHATEAU-D'OEX LA PALAZ
4084,02205.000064.002:2205,CHATEAU-D'OEX LA PALAZ,CHATEAU-D'OEX
4085,02205.000064.002:2205,CHATEAU-D'OEX,LA CHAUDANNE-LES MOULINS
4086,02205.000064.002:2205,LA CHAUDANNE-LES MOULINS,ROSSINIERE
4087,02205.000064.002:2205,ROSSINIERE,LA TINE
4088,02205.000064.002:2205,LA TINE,MONTBOVON
4089,02205.000064.002:2205,MONTBOVON,LES SCIERNES
4090,02205.000064.002:2205,LES SCIERNES,ALLIERES
4091,02205.000064.002:2205,ALLIERES,LES CASES
4092,02205.000064.002:2205,LES CASES,JOR
4093,02205.000064.002:2205,JOR,LES AVANTS
4094,02205.000064.002:2205,LES AVANTS,CHAMBY
4095,02205.000064.002:2205,CHAMBY,SONZIER
4096,02205.000064.002:2205,SONZIER,CHERNEX
4097,02205.000064.002:2205,CHERNEX,FONTANIVENT
4098,02205.000064.002:2205,FONTANIVENT,MONTREUX
4099,02252.000011.101:37,ZURICH HB,LENZBURG
4100,02252.000011.101:37,LENZBURG,AARAU
4101,02252.000011.101:37,AARAU,SISSACH
4102,02252.000011.101:37,SISSACH,LIESTAL
4103,02252.000011.101:37,LIESTAL,BASEL SBB
4104,02304.000082.101:26,LUZERN,OLTEN
4105,02304.000082.101:26,OLTEN,BASEL SBB
4106,02304.000082.102:26,SURSEE,OLTEN
4107,02304.000082.102:26,OLTEN,BASEL SBB
4108,02307.000082.101:26,ALTDORF UR,ERSTFELD
4109,02307.000082.101:26,ERSTFELD,GOSCHENEN
4110,02307.000082.101:26,GOSCHENEN,GOTTHARD-PANORAMASTRECKE
4111,02307.000082.101:26,GOTTHARD-PANORAMASTRECKE,AIROLO
4112,02307.000082.101:26,AIROLO,AMBRI-PIOTTA
4113,02307.000082.101:26,AMBRI-PIOTTA,FAIDO
4114,02307.000082.101:26,FAIDO,LAVORGO
4115,02307.000082.101:26,LAVORGO,BODIO TI
4116,02307.000082.101:26,BODIO TI,BIASCA
4117,02307.000082.101:26,BIASCA,CASTIONE-ARBEDO
4118,02307.000082.101:26,CASTIONE-ARBEDO,BELLINZONA
4119,02307.000082.101:26,BELLINZONA,GIUBIASCO
4120,02307.000082.101:26,GIUBIASCO,CADENAZZO
4121,02307.000082.101:26,CADENAZZO,TENERO
4122,02307.000082.101:26,TENERO,LOCARNO
4123,02307.000082.103:26,ERSTFELD,GOSCHENEN
4124,02307.000082.103:26,GOSCHENEN,GOTTHARD-PANORAMASTRECKE
4125,02307.000082.103:26,GOTTHARD-PANORAMASTRECKE,AIROLO
4126,02307.000082.103:26,AIROLO,AMBRI-PIOTTA
4127,02307.000082.103:26,AMBRI-PIOTTA,FAIDO
4128,02307.000082.103:26,FAIDO,LAVORGO
4129,02307.000082.103:26,LAVORGO,BODIO TI
4130,02307.000082.103:26,BODIO TI,BIASCA
4131,02307.000082.103:26,BIASCA,CASTIONE-ARBEDO
4132,02307.000082.103:26,CASTIONE-ARBEDO,BELLINZONA
4133,02307.000082.104:26,ERSTFELD,GOSCHENEN
4134,02307.000082.104:26,GOSCHENEN,GOTTHARD-PANORAMASTRECKE
4135,02307.000082.104:26,GOTTHARD-PANORAMASTRECKE,AIROLO
4136,02307.000082.104:26,AIROLO,AMBRI-PIOTTA
4137,02307.000082.104:26,AMBRI-PIOTTA,FAIDO
4138,02307.000082.104:26,FAIDO,LAVORGO
4139,02307.000082.104:26,LAVORGO,BODIO TI
4140,02307.000082.104:26,BODIO TI,BIASCA
4141,02307.000082.104:26,BIASCA,CASTIONE-ARBEDO
4142,02307.000082.104:26,CASTIONE-ARBEDO,BELLINZONA
4143,02307.000082.104:26,BELLINZONA,GIUBIASCO
4144,02307.000082.104:26,GIUBIASCO,CADENAZZO
4145,02307.000082.104:26,CADENAZZO,TENERO
4146,02307.000082.104:26,TENERO,LOCARNO
4147,02308.000082.101:26,ERSTFELD,ALTDORF UR
4148,02308.000082.101:26,ALTDORF UR,FLUELEN
4149,02308.000082.101:26,FLUELEN,SISIKON
4150,02308.000082.101:26,SISIKON,BRUNNEN
4151,02308.000082.101:26,BRUNNEN,SCHWYZ
4152,02308.000082.101:26,SCHWYZ,STEINEN
4153,02308.000082.101:26,STEINEN,ARTH-GOLDAU
4154,02308.000082.101:26,ARTH-GOLDAU,ROTSEE
4155,02308.000082.101:26,ROTSEE,LUZERN
4156,02308.000082.101:26,LUZERN,OLTEN
4157,02308.000082.101:26,OLTEN,BASEL SBB
4158,02308.000082.102:26,ERSTFELD,FLUELEN
4159,02308.000082.102:26,FLUELEN,SISIKON
4160,02308.000082.102:26,SISIKON,BRUNNEN
4161,02308.000082.102:26,BRUNNEN,SCHWYZ
4162,02308.000082.102:26,SCHWYZ,STEINEN
4163,02308.000082.102:26,STEINEN,ARTH-GOLDAU
4164,02308.000082.102:26,ARTH-GOLDAU,ROTSEE
4165,02308.000082.102:26,ROTSEE,LUZERN
4166,02308.000082.102:26,LUZERN,OLTEN
4167,02308.000082.102:26,OLTEN,BASEL SBB
4168,02311.000082.101:26,BASEL SBB,OLTEN
4169,02311.000082.101:26,OLTEN,LUZERN
4170,02311.000082.101:26,LUZERN,ROTSEE
4171,02311.000082.101:26,ROTSEE,ARTH-GOLDAU
4172,02311.000082.101:26,ARTH-GOLDAU,SCHWYZ
4173,02311.000082.101:26,SCHWYZ,BRUNNEN
4174,02311.000082.101:26,BRUNNEN,FLUELEN
4175,02311.000082.101:26,FLUELEN,ALTDORF UR
4176,02311.000082.101:26,ALTDORF UR,ERSTFELD
4177,02311.000082.101:26,ERSTFELD,GOSCHENEN
4178,02311.000082.101:26,GOSCHENEN,GOTTHARD-PANORAMASTRECKE
4179,02311.000082.101:26,GOTTHARD-PANORAMASTRECKE,AIROLO
4180,02311.000082.101:26,AIROLO,AMBRI-PIOTTA
4181,02311.000082.101:26,AMBRI-PIOTTA,FAIDO
4182,02311.000082.101:26,FAIDO,LAVORGO
4183,02311.000082.101:26,LAVORGO,BODIO TI
4184,02311.000082.101:26,BODIO TI,BIASCA
4185,02311.000082.101:26,BIASCA,CASTIONE-ARBEDO
4186,02311.000082.101:26,CASTIONE-ARBEDO,BELLINZONA
4187,02311.000082.101:26,BELLINZONA,GIUBIASCO
4188,02311.000082.101:26,GIUBIASCO,CADENAZZO
4189,02311.000082.101:26,CADENAZZO,TENERO
4190,02311.000082.101:26,TENERO,LOCARNO
4191,02311.000082.102:26,BASEL SBB,OLTEN
4192,02311.000082.102:26,OLTEN,LUZERN
4193,02311.000082.102:26,LUZERN,ROTSEE
4194,02311.000082.102:26,ROTSEE,ARTH-GOLDAU
4195,02311.000082.102:26,ARTH-GOLDAU,SCHWYZ
4196,02311.000082.102:26,SCHWYZ,BRUNNEN
4197,02311.000082.102:26,BRUNNEN,FLUELEN
4198,02311.000082.102:26,FLUELEN,ERSTFELD
4199,02311.000082.102:26,ERSTFELD,GOSCHENEN
4200,02311.000082.102:26,GOSCHENEN,GOTTHARD-PANORAMASTRECKE
4201,02311.000082.102:26,GOTTHARD-PANORAMASTRECKE,AIROLO
4202,02311.000082.102:26,AIROLO,AMBRI-PIOTTA
4203,02311.000082.102:26,AMBRI-PIOTTA,FAIDO
4204,02311.000082.102:26,FAIDO,LAVORGO
4205,02311.000082.102:26,LAVORGO,BODIO TI
4206,02311.000082.102:26,BODIO TI,BIASCA
4207,02311.000082.102:26,BIASCA,CASTIONE-ARBEDO
4208,02311.000082.102:26,CASTIONE-ARBEDO,BELLINZONA
4209,02311.000082.103:26,BASEL SBB,OLTEN
4210,02311.000082.103:26,OLTEN,LUZERN
4211,02311.000082.103:26,LUZERN,ROTSEE
4212,02311.000082.103:26,ROTSEE,ARTH-GOLDAU
4213,02311.000082.103:26,ARTH-GOLDAU,SCHWYZ
4214,02311.000082.103:26,SCHWYZ,BRUNNEN
4215,02311.000082.103:26,BRUNNEN,FLUELEN
4216,02311.000082.103:26,FLUELEN,ERSTFELD
4217,02311.000082.103:26,ERSTFELD,GOSCHENEN
4218,02311.000082.103:26,GOSCHENEN,GOTTHARD-PANORAMASTRECKE
4219,02311.000082.103:26,GOTTHARD-PANORAMASTRECKE,AIROLO
4220,02311.000082.103:26,AIROLO,AMBRI-PIOTTA
4221,02311.000082.103:26,AMBRI-PIOTTA,FAIDO
4222,02311.000082.103:26,FAIDO,LAVORGO
4223,02311.000082.103:26,LAVORGO,BODIO TI
4224,02311.000082.103:26,BODIO TI,BIASCA
4225,02311.000082.103:26,BIASCA,CASTIONE-ARBEDO
4226,02311.000082.103:26,CASTIONE-ARBEDO,BELLINZONA
4227,02311.000082.103:26,BELLINZONA,GIUBIASCO
4228,02311.000082.103:26,GIUBIASCO,CADENAZZO
4229,02311.000082.103:26,CADENAZZO,TENERO
4230,02311.000082.103:26,TENERO,LOCARNO
4231,02312.000082.101:26,BELLINZONA,CASTIONE-ARBEDO
4232,02312.000082.101:26,CASTIONE-ARBEDO,BIASCA
4233,02312.000082.101:26,BIASCA,BODIO TI
4234,02312.000082.101:26,BODIO TI,LAVORGO
4235,02312.000082.101:26,LAVORGO,FAIDO
4236,02312.000082.101:26,FAIDO,AMBRI-PIOTTA
4237,02312.000082.101:26,AMBRI-PIOTTA,AIROLO
4238,02312.000082.101:26,AIROLO,GOTTHARD-PANORAMASTRECKE
4239,02312.000082.101:26,GOTTHARD-PANORAMASTRECKE,GOSCHENEN
4240,02312.000082.101:26,GOSCHENEN,ERSTFELD
4241,02312.000082.101:26,ERSTFELD,ALTDORF UR
4242,02312.000082.101:26,ALTDORF UR,FLUELEN
4243,02312.000082.101:26,FLUELEN,BRUNNEN
4244,02312.000082.101:26,BRUNNEN,SCHWYZ
4245,02312.000082.101:26,SCHWYZ,ARTH-GOLDAU
4246,02312.000082.101:26,ARTH-GOLDAU,ROTSEE
4247,02312.000082.101:26,ROTSEE,LUZERN
4248,02312.000082.101:26,LUZERN,OLTEN
4249,02312.000082.101:26,OLTEN,BASEL SBB
4250,02339.000082.101:26,BASEL SBB,OLTEN
4251,02339.000082.101:26,OLTEN,LUZERN
4252,02339.000082.101:26,LUZERN,ROTSEE
4253,02339.000082.101:26,ROTSEE,ARTH-GOLDAU
4254,02339.000082.101:26,ARTH-GOLDAU,SCHWYZ
4255,02339.000082.101:26,SCHWYZ,BRUNNEN
4256,02339.000082.101:26,BRUNNEN,FLUELEN
4257,02339.000082.101:26,FLUELEN,ALTDORF UR
4258,02339.000082.101:26,ALTDORF UR,ERSTFELD
4259,02339.000082.102:26,BASEL SBB,OLTEN
4260,02339.000082.102:26,OLTEN,LUZERN
4261,02339.000082.102:26,LUZERN,ROTSEE
4262,02339.000082.102:26,ROTSEE,ARTH-GOLDAU
4263,02339.000082.102:26,ARTH-GOLDAU,SCHWYZ
4264,02339.000082.102:26,SCHWYZ,BRUNNEN
4265,02339.000082.102:26,BRUNNEN,FLUELEN
4266,02339.000082.102:26,FLUELEN,ERSTFELD
4267,02340.000082.101:26,LOCARNO,TENERO
4268,02340.000082.101:26,TENERO,CADENAZZO
4269,02340.000082.101:26,CADENAZZO,GIUBIASCO
4270,02340.000082.101:26,GIUBIASCO,BELLINZONA
4271,02340.000082.101:26,BELLINZONA,CASTIONE-ARBEDO
4272,02340.000082.101:26,CASTIONE-ARBEDO,BIASCA
4273,02340.000082.101:26,BIASCA,BODIO TI
4274,02340.000082.101:26,BODIO TI,LAVORGO
4275,02340.000082.101:26,LAVORGO,FAIDO
4276,02340.000082.101:26,FAIDO,AMBRI-PIOTTA
4277,02340.000082.101:26,AMBRI-PIOTTA,AIROLO
4278,02340.000082.101:26,AIROLO,GOTTHARD-PANORAMASTRECKE
4279,02340.000082.101:26,GOTTHARD-PANORAMASTRECKE,GOSCHENEN
4280,02340.000082.101:26,GOSCHENEN,ERSTFELD
4281,02340.000082.101:26,ERSTFELD,ALTDORF UR
4282,02340.000082.101:26,ALTDORF UR,FLUELEN
4283,02340.000082.101:26,FLUELEN,BRUNNEN
4284,02340.000082.101:26,BRUNNEN,SCHWYZ
4285,02340.000082.101:26,SCHWYZ,ARTH-GOLDAU
4286,02340.000082.101:26,ARTH-GOLDAU,ROTSEE
4287,02340.000082.101:26,ROTSEE,LUZERN
4288,02340.000082.101:26,LUZERN,OLTEN
4289,02340.000082.101:26,OLTEN,LIESTAL
4290,02340.000082.101:26,LIESTAL,BASEL SBB
4291,02340.000082.102:26,BELLINZONA,CASTIONE-ARBEDO
4292,02340.000082.102:26,CASTIONE-ARBEDO,BIASCA
4293,02340.000082.102:26,BIASCA,BODIO TI
4294,02340.000082.102:26,BODIO TI,LAVORGO
4295,02340.000082.102:26,LAVORGO,FAIDO
4296,02340.000082.102:26,FAIDO,AMBRI-PIOTTA
4297,02340.000082.102:26,AMBRI-PIOTTA,AIROLO
4298,02340.000082.102:26,AIROLO,GOTTHARD-PANORAMASTRECKE
4299,02340.000082.102:26,GOTTHARD-PANORAMASTRECKE,GOSCHENEN
4300,02340.000082.102:26,GOSCHENEN,ERSTFELD
4301,02340.000082.102:26,ERSTFELD,FLUELEN
4302,02340.000082.102:26,FLUELEN,BRUNNEN
4303,02340.000082.102:26,BRUNNEN,SCHWYZ
4304,02340.000082.102:26,SCHWYZ,ARTH-GOLDAU
4305,02340.000082.102:26,ARTH-GOLDAU,ROTSEE
4306,02340.000082.102:26,ROTSEE,LUZERN
4307,02340.000082.102:26,LUZERN,OLTEN
4308,02340.000082.102:26,OLTEN,LIESTAL
4309,02340.000082.102:26,LIESTAL,BASEL SBB
4310,02340.000082.103:26,LOCARNO,TENERO
4311,02340.000082.103:26,TENERO,CADENAZZO
4312,02340.000082.103:26,CADENAZZO,GIUBIASCO
4313,02340.000082.103:26,GIUBIASCO,BELLINZONA
4314,02340.000082.103:26,BELLINZONA,CASTIONE-ARBEDO
4315,02340.000082.103:26,CASTIONE-ARBEDO,BIASCA
4316,02340.000082.103:26,BIASCA,BODIO TI
4317,02340.000082.103:26,BODIO TI,LAVORGO
4318,02340.000082.103:26,LAVORGO,FAIDO
4319,02340.000082.103:26,FAIDO,AMBRI-PIOTTA
4320,02340.000082.103:26,AMBRI-PIOTTA,AIROLO
4321,02340.000082.103:26,AIROLO,GOTTHARD-PANORAMASTRECKE
4322,02340.000082.103:26,GOTTHARD-PANORAMASTRECKE,GOSCHENEN
4323,02340.000082.103:26,GOSCHENEN,ERSTFELD
4324,02340.000082.103:26,ERSTFELD,FLUELEN
4325,02340.000082.103:26,FLUELEN,BRUNNEN
4326,02340.000082.103:26,BRUNNEN,SCHWYZ
4327,02340.000082.103:26,SCHWYZ,ARTH-GOLDAU
4328,02340.000082.103:26,ARTH-GOLDAU,ROTSEE
4329,02340.000082.103:26,ROTSEE,LUZERN
4330,02340.000082.103:26,LUZERN,OLTEN
4331,02340.000082.103:26,OLTEN,LIESTAL
4332,02340.000082.103:26,LIESTAL,BASEL SBB
4333,02340.000082.106:26,LOCARNO,TENERO
4334,02340.000082.106:26,TENERO,CADENAZZO
4335,02340.000082.106:26,CADENAZZO,GIUBIASCO
4336,02340.000082.106:26,GIUBIASCO,BELLINZONA
4337,02340.000082.106:26,BELLINZONA,CASTIONE-ARBEDO
4338,02340.000082.106:26,CASTIONE-ARBEDO,BIASCA
4339,02340.000082.106:26,BIASCA,BODIO TI
4340,02340.000082.106:26,BODIO TI,LAVORGO
4341,02340.000082.106:26,LAVORGO,FAIDO
4342,02340.000082.106:26,FAIDO,AMBRI-PIOTTA
4343,02340.000082.106:26,AMBRI-PIOTTA,AIROLO
4344,02340.000082.106:26,AIROLO,GOTTHARD-PANORAMASTRECKE
4345,02340.000082.106:26,GOTTHARD-PANORAMASTRECKE,GOSCHENEN
4346,02340.000082.106:26,GOSCHENEN,ERSTFELD
4347,02340.000082.106:26,ERSTFELD,FLUELEN
4348,02340.000082.106:26,FLUELEN,BRUNNEN
4349,02340.000082.106:26,BRUNNEN,SCHWYZ
4350,02340.000082.106:26,SCHWYZ,ARTH-GOLDAU
4351,02340.000082.106:26,ARTH-GOLDAU,ROTSEE
4352,02340.000082.106:26,ROTSEE,LUZERN
4353,02340.000082.106:26,LUZERN,OLTEN
4354,02343.000082.101:26,BASEL SBB,OLTEN
4355,02343.000082.101:26,OLTEN,LUZERN
4356,02343.000082.101:26,LUZERN,ROTSEE
4357,02343.000082.101:26,ROTSEE,ARTH-GOLDAU
4358,02344.000011.101:2344,LUZERN,SURSEE
4359,02344.000011.101:2344,SURSEE,ZOFINGEN
4360,02344.000011.101:2344,ZOFINGEN,OLTEN
4361,02344.000011.101:2344,OLTEN,LIESTAL
4362,02344.000011.101:2344,LIESTAL,BASEL SBB
4363,02344.000064.001:2344,MONTREUX,MONTREUX-COLLEGE
4364,02344.000064.001:2344,MONTREUX-COLLEGE,VUARENNES
4365,02344.000064.001:2344,VUARENNES,BELMONT-SUR-MONTREUX
4366,02344.000064.001:2344,BELMONT-SUR-MONTREUX,CHATELARD VD
4367,02344.000064.001:2344,CHATELARD VD,PLANCHAMP
4368,02344.000064.001:2344,PLANCHAMP,FONTANIVENT
4369,02344.000064.001:2344,FONTANIVENT,CHERNEX
4370,02344.000064.001:2344,CHERNEX,SONZIER
4371,02344.000064.001:2344,SONZIER,CHAMBY
4372,02344.000064.001:2344,CHAMBY,SENDY-SOLLARD
4373,02344.000064.001:2344,SENDY-SOLLARD,LES AVANTS
4374,02345.000011.101:2345,BASEL SBB,LIESTAL
4375,02345.000011.101:2345,LIESTAL,OLTEN
4376,02345.000011.101:2345,OLTEN,LUZERN
4377,02345.000011.103:2345,OLTEN,LUZERN
4378,02347.000082.104:Treno Gottardo,BASEL SBB,LIESTAL
4379,02347.000082.104:Treno Gottardo,LIESTAL,OLTEN
4380,02347.000082.104:Treno Gottardo,OLTEN,ZOFINGEN
4381,02347.000082.104:Treno Gottardo,ZOFINGEN,SURSEE
4382,02347.000082.104:Treno Gottardo,SURSEE,EMMENBRUCKE
4383,02347.000082.105:Treno Gottardo,BASEL SBB,LIESTAL
4384,02347.000082.105:Treno Gottardo,LIESTAL,OLTEN
4385,02347.000082.105:Treno Gottardo,OLTEN,ZOFINGEN
4386,02347.000082.105:Treno Gottardo,ZOFINGEN,SURSEE
4387,02347.000082.106:Treno Gottardo,OLTEN,ZOFINGEN
4388,02347.000082.106:Treno Gottardo,ZOFINGEN,SURSEE
4389,02347.000082.106:Treno Gottardo,SURSEE,LUZERN
4390,02349.000011.101:2349,BASEL SBB,LIESTAL
4391,02349.000011.101:2349,LIESTAL,SISSACH
4392,02349.000011.101:2349,SISSACH,OLTEN
4393,02349.000011.101:2349,OLTEN,ZOFINGEN
4394,02349.000011.101:2349,ZOFINGEN,SURSEE
4395,02349.000011.101:2349,SURSEE,LUZERN
4396,02349.000011.103:2349,BASEL SBB,LIESTAL
4397,02349.000011.103:2349,LIESTAL,SISSACH
4398,02349.000011.103:2349,SISSACH,OLTEN
4399,02349.000011.103:2349,OLTEN,ZOFINGEN
4400,02349.000011.103:2349,ZOFINGEN,SURSEE
4401,02349.000011.103:2349,SURSEE,EMMENBRUCKE
4402,02349.000011.104:2349,BASEL SBB,LIESTAL
4403,02349.000011.104:2349,LIESTAL,SISSACH
4404,02349.000011.104:2349,SISSACH,OLTEN
4405,02349.000011.104:2349,OLTEN,ZOFINGEN
4406,02354.000011.101:35,OLTEN,LANGENTHAL
4407,02354.000011.101:35,LANGENTHAL,HERZOGENBUCHSEE
4408,02354.000011.101:35,HERZOGENBUCHSEE,BURGDORF
4409,02354.000011.101:35,BURGDORF,BERN
4410,02355.000011.101:35,BERN,BURGDORF
4411,02355.000011.101:35,BURGDORF,HERZOGENBUCHSEE
4412,02355.000011.101:35,HERZOGENBUCHSEE,LANGENTHAL
4413,02355.000011.101:35,LANGENTHAL,OLTEN
4414,02355.000011.101:35,OLTEN,AARAU
4415,02355.000011.101:35,AARAU,LENZBURG
4416,02355.000011.101:35,LENZBURG,ZURICH ALTSTETTEN
4417,02355.000011.101:35,ZURICH ALTSTETTEN,ZURICH HB
4418,02355.000011.102:35,ZOLLIKOFEN,BURGDORF
4419,02355.000011.102:35,BURGDORF,HERZOGENBUCHSEE
4420,02355.000011.102:35,HERZOGENBUCHSEE,LANGENTHAL
4421,02355.000011.102:35,LANGENTHAL,OLTEN
4422,02355.000011.102:35,OLTEN,AARAU
4423,02355.000011.102:35,AARAU,LENZBURG
4424,02355.000011.102:35,LENZBURG,ZURICH ALTSTETTEN
4425,02355.000011.102:35,ZURICH ALTSTETTEN,ZURICH HB
4426,02356.000011.101:35,ZURICH HB,ZURICH ALTSTETTEN
4427,02356.000011.101:35,ZURICH ALTSTETTEN,OLTEN
4428,02356.000011.101:35,OLTEN,LANGENTHAL
4429,02356.000011.101:35,LANGENTHAL,HERZOGENBUCHSEE
4430,02356.000011.101:35,HERZOGENBUCHSEE,BURGDORF
4431,02356.000011.101:35,BURGDORF,BERN
4432,02386.000011.101:35,ZURICH HB,ZURICH ALTSTETTEN
4433,02386.000011.101:35,ZURICH ALTSTETTEN,OLTEN
4434,02386.000011.101:35,OLTEN,LANGENTHAL
4435,02386.000011.101:35,LANGENTHAL,HERZOGENBUCHSEE
4436,02386.000011.101:35,HERZOGENBUCHSEE,WYNIGEN
4437,02386.000011.101:35,WYNIGEN,BURGDORF
4438,02386.000011.101:35,BURGDORF,BERN
4439,02386.000011.103:35,OLTEN,LANGENTHAL
4440,02386.000011.103:35,LANGENTHAL,HERZOGENBUCHSEE
4441,02386.000011.103:35,HERZOGENBUCHSEE,WYNIGEN
4442,02386.000011.103:35,WYNIGEN,BURGDORF
4443,02386.000011.103:35,BURGDORF,BERN
4444,02400.000064.001:2400,GSTAAD,GRUBEN
4445,02400.000064.001:2400,GRUBEN,SCHONRIED
4446,02400.000064.001:2400,SCHONRIED,SAANENMOSER
4447,02400.000064.001:2400,SAANENMOSER,OESCHSEITE
4448,02400.000064.001:2400,OESCHSEITE,ZWEISIMMEN
4449,02402.000064.001:2402,LES SCIERNES,MONTBOVON
4450,02405.000064.001:2405,CHATEAU-D'OEX,LA CHAUDANNE-LES MOULINS
4451,02405.000064.001:2405,LA CHAUDANNE-LES MOULINS,ROSSINIERE
4452,02405.000064.001:2405,ROSSINIERE,LA TINE
4453,02405.000064.001:2405,LA TINE,MONTBOVON
4454,02405.000082.101:46,BIASCA,CASTIONE-ARBEDO
4455,02405.000082.101:46,CASTIONE-ARBEDO,BELLINZONA
4456,02405.000082.101:46,BELLINZONA,GIUBIASCO
4457,02405.000082.101:46,GIUBIASCO,CADENAZZO
4458,02405.000082.101:46,CADENAZZO,TENERO
4459,02405.000082.101:46,TENERO,LOCARNO
4460,02408.000064.001:2408,GSTAAD,SCHONRIED
4461,02408.000064.001:2408,SCHONRIED,SAANENMOSER
4462,02408.000064.001:2408,SAANENMOSER,ZWEISIMMEN
4463,02409.000082.101:46,ZURICH HB,ZUG
4464,02409.000082.101:46,ZUG,ARTH-GOLDAU
4465,02409.000082.101:46,ARTH-GOLDAU,SCHWYZ
4466,02409.000082.101:46,SCHWYZ,BRUNNEN
4467,02409.000082.101:46,BRUNNEN,FLUELEN
4468,02409.000082.101:46,FLUELEN,ALTDORF UR
4469,02409.000082.101:46,ALTDORF UR,ERSTFELD
4470,02409.000082.101:46,ERSTFELD,GOSCHENEN
4471,02409.000082.101:46,GOSCHENEN,GOTTHARD-PANORAMASTRECKE
4472,02409.000082.101:46,GOTTHARD-PANORAMASTRECKE,AIROLO
4473,02409.000082.101:46,AIROLO,AMBRI-PIOTTA
4474,02409.000082.101:46,AMBRI-PIOTTA,FAIDO
4475,02409.000082.101:46,FAIDO,LAVORGO
4476,02409.000082.101:46,LAVORGO,BODIO TI
4477,02409.000082.101:46,BODIO TI,BIASCA
4478,02409.000082.101:46,BIASCA,CASTIONE-ARBEDO
4479,02409.000082.101:46,CASTIONE-ARBEDO,BELLINZONA
4480,02409.000082.101:46,BELLINZONA,GIUBIASCO
4481,02409.000082.101:46,GIUBIASCO,CADENAZZO
4482,02409.000082.101:46,CADENAZZO,TENERO
4483,02409.000082.101:46,TENERO,LOCARNO
4484,02409.000082.102:46,ZURICH HB,ZUG
4485,02409.000082.102:46,ZUG,ARTH-GOLDAU
4486,02409.000082.102:46,ARTH-GOLDAU,SCHWYZ
4487,02409.000082.102:46,SCHWYZ,BRUNNEN
4488,02409.000082.102:46,BRUNNEN,FLUELEN
4489,02409.000082.102:46,FLUELEN,ERSTFELD
4490,02409.000082.102:46,ERSTFELD,GOSCHENEN
4491,02409.000082.102:46,GOSCHENEN,GOTTHARD-PANORAMASTRECKE
4492,02409.000082.102:46,GOTTHARD-PANORAMASTRECKE,AIROLO
4493,02409.000082.102:46,AIROLO,AMBRI-PIOTTA
4494,02409.000082.102:46,AMBRI-PIOTTA,FAIDO
4495,02409.000082.102:46,FAIDO,LAVORGO
4496,02409.000082.102:46,LAVORGO,BODIO TI
4497,02409.000082.102:46,BODIO TI,BIASCA
4498,02409.000082.102:46,BIASCA,CASTIONE-ARBEDO
4499,02409.000082.102:46,CASTIONE-ARBEDO,BELLINZONA
4500,02409.000082.103:46,ZURICH HB,ZUG
4501,02409.000082.103:46,ZUG,ARTH-GOLDAU
4502,02409.000082.103:46,ARTH-GOLDAU,SCHWYZ
4503,02409.000082.103:46,SCHWYZ,BRUNNEN
4504,02409.000082.103:46,BRUNNEN,FLUELEN
4505,02409.000082.103:46,FLUELEN,ERSTFELD
4506,02409.000082.103:46,ERSTFELD,GOSCHENEN
4507,02409.000082.103:46,GOSCHENEN,GOTTHARD-PANORAMASTRECKE
