route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,trip_type
350,000315,88____:075::8814308:8822004:20:823:20210827,Malines,3557,,15235,,1
350,000516,88____:075::8883311:8814308:2:813:20211210,Malines,3558,,15236,,1
350,000516,88____:075::8814308:8822004:20:923:20211210,Malines,3558,,15236,,1
350,000315,88____:075::8814308:8822004:20:923:20210827,Malines,3558,,15237,,1
350,000516,88____:075::8883311:8822004:21:1023:20211210,Malines,3559,,15238,,1
352,000315,88____:075::8814308:8822004:20:1023:20210827,Malines,3559,,15239,,1
350,000516,88____:075::8883311:8822004:21:1123:20211210,Malines,3560,,15240,,1
352,000315,88____:075::8814308:8822004:20:1123:20210827,Malines,3560,,15241,,1
350,000848,88____:075::8883311:8822004:21:1223:20211210,Malines,3561,,15242,,1
350,000849,88____:075::8883311:8822004:21:1224:20211208,Malines,3561,,15243,,1
352,000315,88____:075::8814308:8822004:20:1223:20210827,Malines,3561,,15244,,1
350,000516,88____:075::8883311:8822004:21:1323:20211210,Malines,3562,,15245,,1
352,000315,88____:075::8814308:8822004:20:1323:20210827,Malines,3562,,15246,,1
350,000516,88____:075::8883311:8822004:21:1423:20211210,Malines,3563,,15247,,1
352,000315,88____:075::8814308:8822004:20:1423:20210827,Malines,3563,,15248,,1
350,000516,88____:075::8883311:8822004:21:1523:20211210,Malines,3564,,15249,,1
352,000315,88____:075::8814308:8822004:20:1523:20210827,Malines,3564,,15250,,1
350,000516,88____:075::8883311:8822004:21:1624:20211210,Malines,3565,,15251,,1
352,000315,88____:075::8814308:8822004:20:1624:20210827,Malines,3565,,15252,,1
350,000516,88____:075::8883311:8822004:21:1724:20211210,Malines,3566,,15253,,1
352,000315,88____:075::8814308:8822004:20:1724:20210827,Malines,3566,,15254,,1
350,000516,88____:075::8883311:8822004:21:1824:20211210,Malines,3567,,15255,,1
352,000315,88____:075::8814308:8822004:20:1824:20210827,Malines,3567,,15256,,1
350,000516,88____:075::8883311:8822004:21:1923:20211210,Malines,3568,,15257,,1
352,000315,88____:075::8814308:8822004:20:1923:20210827,Malines,3568,,15258,,1
361,000516,88____:075::8883311:8811304:12:1943:20211210,Bruxelles-Luxembourg,3569,,15259,,1
352,000315,88____:075::8814308:8822004:20:2023:20210827,Malines,3569,,15260,,1
352,000315,88____:075::8814308:8822004:20:2123:20210827,Malines,3570,,15261,,1
352,000315,88____:075::8814308:8822004:20:2223:20210827,Malines,3571,,15262,,1
352,000315,88____:075::8814308:8822004:20:2323:20210827,Malines,3572,,15263,,1
352,000315,88____:075::8822004:8814308:20:646:20210827,Hal,3576,,15264,,1
350,000516,88____:075::8822004:8883311:21:757:20211210,Enghien,3577,,15265,,1
352,000315,88____:075::8822004:8814308:20:746:20210827,Hal,3577,,15266,,1
350,000516,88____:075::8822004:8883311:21:857:20211210,Enghien,3578,,15267,,1
352,000315,88____:075::8822004:8814308:20:845:20210827,Hal,3578,,15268,,1
350,000516,88____:075::8822004:8883311:21:957:20211210,Enghien,3579,,15269,,1
352,000315,88____:075::8822004:8814308:20:945:20210827,Hal,3579,,15270,,1
350,000516,88____:075::8822004:8883311:21:1057:20211210,Enghien,3580,,15271,,1
352,000315,88____:075::8822004:8814308:20:1045:20210827,Hal,3580,,15272,,1
350,000516,88____:075::8822004:8883311:21:1157:20211210,Enghien,3581,,15273,,1
352,000315,88____:075::8822004:8814308:20:1145:20210827,Hal,3581,,15274,,1
350,000516,88____:075::8822004:8883311:21:1257:20211210,Enghien,3582,,15275,,1
352,000315,88____:075::8822004:8814308:20:1245:20210827,Hal,3582,,15276,,1
350,000516,88____:075::8822004:8883311:21:1357:20211210,Enghien,3583,,15277,,1
352,000315,88____:075::8822004:8814308:20:1345:20210827,Hal,3583,,15278,,1
350,000516,88____:075::8822004:8883311:21:1457:20211210,Enghien,3584,,15279,,1
352,000315,88____:075::8822004:8814308:20:1445:20210827,Hal,3584,,15280,,1
350,000516,88____:075::8822004:8883311:21:1557:20211210,Enghien,3585,,15281,,1
352,000315,88____:075::8822004:8814308:20:1545:20210827,Hal,3585,,15282,,1
350,000516,88____:075::8822004:8883311:21:1657:20211210,Enghien,3586,,15283,,1
352,000315,88____:075::8822004:8814308:20:1645:20210827,Hal,3586,,15284,,1
350,000516,88____:075::8822004:8883311:21:1757:20211210,Enghien,3587,,15285,,1
352,000315,88____:075::8822004:8814308:20:1745:20210827,Hal,3587,,15286,,1
350,000516,88____:075::8822004:8883311:21:1857:20211210,Enghien,3588,,15287,,1
352,000315,88____:075::8822004:8814308:20:1845:20210827,Hal,3588,,15288,,1
350,000516,88____:075::8822004:8883311:21:1957:20211210,Enghien,3589,,15289,,1
352,000315,88____:075::8822004:8814308:20:1945:20210827,Hal,3589,,15290,,1
350,000516,88____:075::8822004:8883311:21:2057:20211210,Enghien,3590,,15291,,1
352,000315,88____:075::8822004:8814308:20:2045:20210827,Hal,3590,,15292,,1
352,000315,88____:075::8822004:8814308:20:2145:20210827,Hal,3591,,15293,,1
352,000315,88____:075::8822004:8814308:20:2245:20210827,Hal,3592,,15294,,1
362,000212,88____:007::8814001:8833605:18:620:20211210,Landen,3602,,15295,,1
363,000042,88____:007::8833001:8833605:6:723:20210530,Landen,3603,,15296,,1
364,000212,88____:007::8892007:8833605:31:721:20211210,Landen,3603,,15297,,1
364,000850,88____:007::8892007:8833605:31:821:20210509,Landen,3604,,15298,,1
364,000212,88____:007::8892007:8833605:31:821:20211210,Landen,3604,,15299,,1
364,000851,88____:007::8892007:8833605:31:821:20211211,Landen,3604,,15300,,1
364,000514,88____:007::8892007:8833605:31:921:20211211,Landen,3605,,15301,,1
364,000212,88____:007::8892007:8833605:31:921:20211210,Landen,3605,,15302,,1
364,000212,88____:007::8892007:8833605:31:1021:20211210,Landen,3606,,15303,,1
365,000852,88____:007::8892338:8833605:41:1021:20211211,Landen,3606,,15304,,1
365,000607,88____:007::8892338:8892205:6:728:20210509,Landen,3606,,15305,,1
365,000607,88____:007::8892205:8833605:36:1021:20210509,Landen,3606,,15305,,1
365,000033,88____:007::8892205:8833605:36:1021:20210314,Landen,3606,,15306,,1
365,000852,88____:007::8892338:8833605:41:1121:20211211,Landen,3607,,15307,,1
364,000212,88____:007::8892007:8833605:31:1121:20211210,Landen,3607,,15308,,1
365,000607,88____:007::8892338:8892205:6:828:20210509,Landen,3607,,15309,,1
365,000607,88____:007::8892205:8833605:36:1121:20210509,Landen,3607,,15309,,1
365,000033,88____:007::8892205:8833605:36:1121:20210314,Landen,3607,,15310,,1
364,000212,88____:007::8892007:8833605:31:1221:20211210,Landen,3608,,15311,,1
365,000854,88____:007::8892338:8833605:41:1221:20211211,Landen,3608,,15312,,1
365,000855,88____:007::8892338:8892205:6:928:20210509,Landen,3608,,15313,,1
365,000855,88____:007::8892205:8833605:36:1221:20210509,Landen,3608,,15313,,1
365,000033,88____:007::8892205:8833605:36:1221:20210314,Landen,3608,,15314,,1
365,000789,88____:007::8892338:8892205:6:1028:20211211,Landen,3609,,15315,,1
365,000789,88____:007::8892205:8833605:36:1321:20211211,Landen,3609,,15315,,1
365,000033,88____:007::8892205:8833605:36:1321:20210314,Landen,3609,,15316,,1
364,000212,88____:007::8892007:8833605:31:1321:20211210,Landen,3609,,15317,,1
365,000789,88____:007::8892338:8892205:6:1128:20211211,Landen,3610,,15318,,1
365,000789,88____:007::8892205:8833605:36:1421:20211211,Landen,3610,,15318,,1
365,000033,88____:007::8892205:8833605:36:1421:20210314,Landen,3610,,15319,,1
364,000212,88____:007::8892007:8833605:31:1421:20211210,Landen,3610,,15320,,1
365,000789,88____:007::8892338:8892205:6:1228:20211211,Landen,3611,,15321,,1
365,000789,88____:007::8892205:8833605:36:1521:20211211,Landen,3611,,15321,,1
365,000033,88____:007::8892205:8833605:36:1521:20210314,Landen,3611,,15322,,1
364,000857,88____:007::8892007:8833605:31:1521:20211210,Landen,3611,,15323,,1
364,000858,88____:007::8892007:8833605:31:1521:20210622,Landen,3611,,15324,,1
365,000789,88____:007::8892338:8892205:6:1328:20211211,Landen,3612,,15325,,1
365,000789,88____:007::8892205:8833605:36:1621:20211211,Landen,3612,,15325,,1
365,000033,88____:007::8892205:8833605:36:1621:20210314,Landen,3612,,15326,,1
364,000859,88____:007::8892007:8833605:31:1621:20211210,Landen,3612,,15327,,1
364,000860,88____:007::8892007:8833605:31:1621:20210624,Landen,3612,,15328,,1
365,000852,88____:007::8892338:8833605:41:1721:20211211,Landen,3613,,15329,,1
364,000212,88____:007::8892007:8833605:31:1721:20211210,Landen,3613,,15330,,1
366,000001,88____:007::8892205:8833605:36:1721:20210314,Landen,3613,,15331,,1
365,000607,88____:007::8892338:8892205:6:1428:20210509,Landen,3613,,15332,,1
365,000607,88____:007::8892205:8833605:36:1721:20210509,Landen,3613,,15332,,1
365,000106,88____:007::8892205:8833605:36:1721:20210313,Landen,3613,,15333,,1
365,000789,88____:007::8892338:8892205:6:1528:20211211,Landen,3614,,15334,,1
365,000789,88____:007::8892205:8833605:36:1821:20211211,Landen,3614,,15334,,1
365,000033,88____:007::8892205:8833605:36:1821:20210314,Landen,3614,,15335,,1
364,000212,88____:007::8892007:8833605:31:1821:20211210,Landen,3614,,15336,,1
365,000789,88____:007::8892338:8892205:6:1628:20211211,Landen,3615,,15337,,1
365,000789,88____:007::8892205:8833605:36:1921:20211211,Landen,3615,,15337,,1
365,000033,88____:007::8892205:8833605:36:1921:20210314,Landen,3615,,15338,,1
364,000212,88____:007::8892007:8833605:31:1921:20211210,Landen,3615,,15339,,1
365,000789,88____:007::8892338:8892205:6:1728:20211211,Landen,3616,,15340,,1
365,000789,88____:007::8892205:8833605:36:2021:20211211,Landen,3616,,15340,,1
365,000033,88____:007::8892205:8833605:36:2021:20210314,Landen,3616,,15341,,1
364,000212,88____:007::8892007:8833605:31:2021:20211210,Landen,3616,,15342,,1
365,000789,88____:007::8892338:8892205:6:1828:20211211,Landen,3617,,15343,,1
365,000789,88____:007::8892205:8833605:36:2121:20211211,Landen,3617,,15343,,1
365,000033,88____:007::8892205:8833605:36:2121:20210314,Landen,3617,,15344,,1
364,000212,88____:007::8892007:8833605:31:2121:20211210,Landen,3617,,15345,,1
365,000789,88____:007::8892338:8892205:6:1928:20211211,Landen,3618,,15346,,1
365,000789,88____:007::8892205:8833605:36:2221:20211211,Landen,3618,,15346,,1
365,000033,88____:007::8892205:8833605:36:2221:20210314,Landen,3618,,15347,,1
364,000212,88____:007::8892007:8833605:31:2221:20211210,Landen,3618,,15348,,1
365,000789,88____:007::8892338:8892205:6:2028:20211211,Landen,3619,,15349,,1
365,000789,88____:007::8892205:8833605:36:2321:20211211,Landen,3619,,15349,,1
365,000033,88____:007::8892205:8833605:36:2321:20210314,Landen,3619,,15350,,1
364,000212,88____:007::8892007:8833605:31:2321:20211210,Landen,3619,,15351,,1
367,000851,88____:007::8892338:8833001:36:2352:20211211,Louvain,3620,,15352,,1
364,000862,88____:007::8892007:8833001:26:2350:20211210,Landen,3620,,15353,,1
364,006200,88____:007::8892007:8833001:26:2350:20210624,Landen,3620,,15354,,1
364,000862,88____:007::8833001:8833605:6:2421:20211210,Landen,3620,,15353,,1
367,000863,88____:007::8892338:8892205:6:2128:20210509,Louvain,3620,,15355,,1
367,000863,88____:007::8892205:8833001:31:2352:20210509,Louvain,3620,,15355,,1
367,000033,88____:007::8892205:8833001:31:2352:20210314,Louvain,3620,,15356,,1
368,000106,88____:007::8892205:8833001:31:2452:20210313,Louvain,3621,,15357,,1
368,000001,88____:007::8892205:8833001:31:2456:20210314,Louvain,3621,,15358,,1
369,000033,88____:007::8892007:8892205:6:630:20210314,Lichtervelde,3627,,15359,,1
364,000212,88____:007::8833605:8892007:31:648:20211210,Gand-Saint-Pierre,3628,,15360,,1
367,000607,88____:007::8833001:8892205:31:730:20210509,La Panne,3628,,15361,,1
367,000106,88____:007::8833001:8892205:31:730:20210313,La Panne,3628,,15362,,1
367,000607,88____:007::8892205:8892338:6:808:20210509,La Panne,3628,,15361,,1
368,000001,88____:007::8833001:8892205:31:748:20210314,Lichtervelde,3628,,15363,,1
367,000864,88____:007::8833001:8892338:36:808:20211211,La Panne,3628,,15364,,1
367,000043,88____:007::8833001:8892338:36:808:20210411,La Panne,3628,,15365,,1
364,000212,88____:007::8833605:8892007:31:747:20211210,Gand-Saint-Pierre,3629,,15366,,1
365,000863,88____:007::8833605:8892205:36:830:20210509,La Panne,3629,,15367,,1
365,000106,88____:007::8833605:8892205:36:830:20210313,La Panne,3629,,15368,,1
365,000863,88____:007::8892205:8892338:6:908:20210509,La Panne,3629,,15367,,1
366,000001,88____:007::8833605:8892205:36:848:20210314,Lichtervelde,3629,,15369,,1
365,000294,88____:007::8833605:8892338:41:908:20211211,La Panne,3629,,15370,,1
365,000043,88____:007::8833605:8892338:41:908:20210411,La Panne,3629,,15371,,1
364,000212,88____:007::8833605:8892007:31:848:20211210,Gand-Saint-Pierre,3630,,15372,,1
365,000866,88____:007::8833605:8892338:41:1008:20211211,La Panne,3630,,15373,,1
365,000102,88____:007::8833605:8892205:36:930:20210327,La Panne,3630,,15374,,1
365,000106,88____:007::8833605:8892205:36:930:20210313,La Panne,3630,,15375,,1
365,000102,88____:007::8892205:8892338:6:1008:20210327,La Panne,3630,,15374,,1
366,000001,88____:007::8833605:8892205:36:949:20210314,Lichtervelde,3630,,15376,,1
365,000867,88____:007::8833605:8892338:41:1008:20210509,La Panne,3630,,15377,,1
365,000021,88____:007::8833605:8892338:41:1008:20210320,La Panne,3630,,15378,,1
365,000059,88____:007::8833605:8892338:41:1008:20210403,La Panne,3630,,15379,,1
365,000149,88____:007::8833605:8892338:41:1008:20210404,La Panne,3630,,15380,,1
365,000028,88____:007::8833605:8892338:41:1008:20210411,La Panne,3630,,15381,,1
364,000212,88____:007::8833605:8892007:31:948:20211210,Gand-Saint-Pierre,3631,,15382,,1
365,000868,88____:007::8833605:8892338:41:1108:20211211,La Panne,3631,,15383,,1
365,000870,88____:007::8833605:8892205:36:1030:20210509,La Panne,3631,,15384,,1
365,000106,88____:007::8833605:8892205:36:1030:20210313,La Panne,3631,,15385,,1
365,000870,88____:007::8892205:8892338:6:1108:20210509,La Panne,3631,,15384,,1
366,000001,88____:007::8833605:8892205:36:1048:20210314,Lichtervelde,3631,,15386,,1
365,000043,88____:007::8833605:8892338:41:1108:20210411,La Panne,3631,,15387,,1
365,000872,88____:007::8833605:8892205:36:1130:20210509,La Panne,3632,,15388,,1
365,000106,88____:007::8833605:8892205:36:1130:20210313,La Panne,3632,,15389,,1
365,000872,88____:007::8892205:8892338:6:1208:20210509,La Panne,3632,,15388,,1
366,000001,88____:007::8833605:8892205:36:1148:20210314,Lichtervelde,3632,,15390,,1
364,000212,88____:007::8833605:8892007:31:1048:20211210,Gand-Saint-Pierre,3632,,15391,,1
365,000873,88____:007::8833605:8892338:41:1208:20211211,La Panne,3632,,15392,,1
365,000043,88____:007::8833605:8892338:41:1208:20210411,La Panne,3632,,15393,,1
365,000875,88____:007::8833605:8892205:36:1230:20210509,La Panne,3633,,15394,,1
365,000106,88____:007::8833605:8892205:36:1230:20210313,La Panne,3633,,15395,,1
365,000875,88____:007::8892205:8892338:6:1308:20210509,La Panne,3633,,15394,,1
366,000001,88____:007::8833605:8892205:36:1248:20210314,Lichtervelde,3633,,15396,,1
364,000212,88____:007::8833605:8892007:31:1148:20211210,Gand-Saint-Pierre,3633,,15397,,1
365,000876,88____:007::8833605:8892338:41:1308:20211211,La Panne,3633,,15398,,1
365,000043,88____:007::8833605:8892338:41:1308:20210411,La Panne,3633,,15399,,1
365,000868,88____:007::8833605:8892338:41:1408:20211211,La Panne,3634,,15400,,1
365,000870,88____:007::8833605:8892205:36:1330:20210509,La Panne,3634,,15401,,1
365,000106,88____:007::8833605:8892205:36:1330:20210313,La Panne,3634,,15402,,1
365,000870,88____:007::8892205:8892338:6:1408:20210509,La Panne,3634,,15401,,1
364,000212,88____:007::8833605:8892007:31:1248:20211210,Gand-Saint-Pierre,3634,,15403,,1
366,000001,88____:007::8833605:8892205:36:1348:20210314,Lichtervelde,3634,,15404,,1
365,000043,88____:007::8833605:8892338:41:1408:20210411,La Panne,3634,,15405,,1
365,000868,88____:007::8833605:8892338:41:1508:20211211,La Panne,3635,,15406,,1
365,000870,88____:007::8833605:8892205:36:1430:20210509,La Panne,3635,,15407,,1
365,000106,88____:007::8833605:8892205:36:1430:20210313,La Panne,3635,,15408,,1
365,000870,88____:007::8892205:8892338:6:1508:20210509,La Panne,3635,,15407,,1
366,000001,88____:007::8833605:8892205:36:1448:20210314,Lichtervelde,3635,,15409,,1
364,000212,88____:007::8833605:8892007:31:1348:20211210,Gand-Saint-Pierre,3635,,15410,,1
365,000043,88____:007::8833605:8892338:41:1508:20210411,La Panne,3635,,15411,,1
365,000868,88____:007::8833605:8892338:41:1608:20211211,La Panne,3636,,15412,,1
365,000870,88____:007::8833605:8892205:36:1530:20210509,La Panne,3636,,15413,,1
365,000106,88____:007::8833605:8892205:36:1530:20210313,La Panne,3636,,15414,,1
365,000870,88____:007::8892205:8892338:6:1608:20210509,La Panne,3636,,15413,,1
366,000001,88____:007::8833605:8892205:36:1548:20210314,Lichtervelde,3636,,15415,,1
364,000212,88____:007::8833605:8892007:31:1448:20211210,Gand-Saint-Pierre,3636,,15416,,1
365,000043,88____:007::8833605:8892338:41:1609:20210411,La Panne,3636,,15417,,1
365,000868,88____:007::8833605:8892338:41:1708:20211211,La Panne,3637,,15418,,1
365,000870,88____:007::8833605:8892205:36:1630:20210509,La Panne,3637,,15419,,1
365,000106,88____:007::8833605:8892205:36:1630:20210313,La Panne,3637,,15420,,1
365,000870,88____:007::8892205:8892338:6:1708:20210509,La Panne,3637,,15419,,1
364,000212,88____:007::8833605:8892007:31:1548:20211210,Gand-Saint-Pierre,3637,,15421,,1
365,000043,88____:007::8833605:8892338:41:1709:20210411,La Panne,3637,,15422,,1
366,000001,88____:007::8833605:8892205:36:1648:20210314,Lichtervelde,3637,,15423,,1
365,000868,88____:007::8833605:8892338:41:1808:20211211,La Panne,3638,,15424,,1
365,000870,88____:007::8833605:8892205:36:1730:20210509,La Panne,3638,,15425,,1
365,000106,88____:007::8833605:8892205:36:1730:20210313,La Panne,3638,,15426,,1
365,000870,88____:007::8892205:8892338:6:1808:20210509,La Panne,3638,,15425,,1
366,000001,88____:007::8833605:8892205:36:1748:20210314,Lichtervelde,3638,,15427,,1
364,000212,88____:007::8833605:8892007:31:1648:20211210,Gand-Saint-Pierre,3638,,15428,,1
365,000043,88____:007::8833605:8892338:41:1808:20210411,La Panne,3638,,15429,,1
365,000868,88____:007::8833605:8892338:41:1908:20211211,La Panne,3639,,15430,,1
365,000870,88____:007::8833605:8892205:36:1830:20210509,La Panne,3639,,15431,,1
365,000106,88____:007::8833605:8892205:36:1830:20210313,La Panne,3639,,15432,,1
365,000870,88____:007::8892205:8892338:6:1908:20210509,La Panne,3639,,15431,,1
366,000001,88____:007::8833605:8892205:36:1848:20210314,Lichtervelde,3639,,15433,,1
364,000212,88____:007::8833605:8892007:31:1748:20211210,Gand-Saint-Pierre,3639,,15434,,1
365,000043,88____:007::8833605:8892338:41:1908:20210411,La Panne,3639,,15435,,1
365,000868,88____:007::8833605:8892338:41:2008:20211211,La Panne,3640,,15436,,1
365,000870,88____:007::8833605:8892205:36:1930:20210509,La Panne,3640,,15437,,1
365,000106,88____:007::8833605:8892205:36:1930:20210313,La Panne,3640,,15438,,1
365,000870,88____:007::8892205:8892338:6:2008:20210509,La Panne,3640,,15437,,1
366,000001,88____:007::8833605:8892205:36:1948:20210314,Lichtervelde,3640,,15439,,1
364,000212,88____:007::8833605:8892007:31:1848:20211210,Gand-Saint-Pierre,3640,,15440,,1
365,000043,88____:007::8833605:8892338:41:2008:20210411,La Panne,3640,,15441,,1
365,000868,88____:007::8833605:8892338:41:2108:20211211,La Panne,3641,,15442,,1
365,000870,88____:007::8833605:8892205:36:2030:20210509,La Panne,3641,,15443,,1
365,000106,88____:007::8833605:8892205:36:2030:20210313,La Panne,3641,,15444,,1
365,000870,88____:007::8892205:8892338:6:2108:20210509,La Panne,3641,,15443,,1
366,000001,88____:007::8833605:8892205:36:2048:20210314,Lichtervelde,3641,,15445,,1
364,000212,88____:007::8833605:8892007:31:1948:20211210,Gand-Saint-Pierre,3641,,15446,,1
365,000043,88____:007::8833605:8892338:41:2108:20210411,La Panne,3641,,15447,,1
365,000868,88____:007::8833605:8892338:41:2208:20211211,La Panne,3642,,15448,,1
365,000870,88____:007::8833605:8892205:36:2130:20210509,La Panne,3642,,15449,,1
365,000106,88____:007::8833605:8892205:36:2130:20210313,La Panne,3642,,15450,,1
365,000870,88____:007::8892205:8892338:6:2208:20210509,La Panne,3642,,15449,,1
366,000001,88____:007::8833605:8892205:36:2148:20210314,Lichtervelde,3642,,15451,,1
364,000212,88____:007::8833605:8892007:31:2048:20211210,Gand-Saint-Pierre,3642,,15452,,1
365,000043,88____:007::8833605:8892338:41:2208:20210411,La Panne,3642,,15453,,1
364,000868,88____:007::8833605:8892007:31:2147:20211211,Gand-Saint-Pierre,3643,,15454,,1
364,000869,88____:007::8833605:8892007:31:2147:20210509,Gand-Saint-Pierre,3643,,15455,,1
364,000001,88____:007::8833605:8892007:31:2205:20210314,Gand-Saint-Pierre,3643,,15456,,1
364,000212,88____:007::8833605:8892007:31:2148:20211210,Gand-Saint-Pierre,3643,,15457,,1
364,000043,88____:007::8833605:8892007:31:2147:20210411,Gand-Saint-Pierre,3643,,15458,,1
364,000868,88____:007::8833605:8892007:31:2247:20211211,Gand-Saint-Pierre,3644,,15459,,1
364,000877,88____:007::8833605:8892007:31:2247:20210509,Gand-Saint-Pierre,3644,,15460,,1
364,000212,88____:007::8833605:8892007:31:2248:20211210,Gand-Saint-Pierre,3644,,15461,,1
364,000043,88____:007::8833605:8892007:31:2248:20210411,Gand-Saint-Pierre,3644,,15462,,1
364,000878,88____:007::8833605:8892007:31:2348:20210506,Gand-Saint-Pierre,3645,,15463,,1
364,000879,88____:007::8833605:8892007:31:2347:20211211,Gand-Saint-Pierre,3645,,15464,,1
364,000611,88____:007::8833605:8892007:31:2346:20210311,Gand-Saint-Pierre,3645,,15465,,1
364,000880,88____:007::8833605:8892007:31:2347:20210509,Gand-Saint-Pierre,3645,,15466,,1
364,000881,88____:007::8833605:8892007:31:2348:20211210,Gand-Saint-Pierre,3645,,15467,,1
364,000043,88____:007::8833605:8892007:31:2348:20210411,Gand-Saint-Pierre,3645,,15468,,1
363,000042,88____:007::8833605:8833001:6:2306:20210530,Louvain,3646,,15469,,1
362,000212,88____:007::8833605:8814001:18:2345:20211210,Bruxelles-Midi,3646,,15470,,1
370,000212,88____:071::8883006:8833001:24:719:20211210,Louvain,3655,,15471,,1
370,000212,88____:071::8883006:8833001:24:819:20211210,Louvain,3656,,15472,,1
370,000106,88____:071::8883006:8811007:15:742:20210313,Louvain,3656,,15473,,1
370,000885,88____:071::8883006:8811007:15:742:20210626,Louvain,3656,,15474,,1
370,000106,88____:071::8811007:8833001:10:817:20210313,Louvain,3656,,15473,,1
370,000883,88____:071::8883006:8833001:24:817:20211211,Louvain,3656,,15475,,1
370,000212,88____:071::8883006:8833001:24:919:20211210,Louvain,3657,,15476,,1
370,000106,88____:071::8883006:8811007:15:842:20210313,Louvain,3657,,15477,,1
370,000885,88____:071::8883006:8811007:15:842:20210626,Louvain,3657,,15478,,1
370,000106,88____:071::8811007:8833001:10:917:20210313,Louvain,3657,,15477,,1
370,000883,88____:071::8883006:8833001:24:917:20211211,Louvain,3657,,15479,,1
370,000212,88____:071::8883006:8833001:24:1019:20211210,Louvain,3658,,15480,,1
370,000106,88____:071::8883006:8811007:15:942:20210313,Louvain,3658,,15481,,1
370,000885,88____:071::8883006:8811007:15:942:20210626,Louvain,3658,,15482,,1
370,000106,88____:071::8811007:8833001:10:1017:20210313,Louvain,3658,,15481,,1
370,000883,88____:071::8883006:8833001:24:1017:20211211,Louvain,3658,,15483,,1
370,000212,88____:071::8883006:8833001:24:1119:20211210,Louvain,3659,,15484,,1
370,000106,88____:071::8883006:8811007:15:1042:20210313,Louvain,3659,,15485,,1
370,000885,88____:071::8883006:8811007:15:1042:20210626,Louvain,3659,,15486,,1
370,000106,88____:071::8811007:8833001:10:1117:20210313,Louvain,3659,,15485,,1
370,000883,88____:071::8883006:8833001:24:1117:20211211,Louvain,3659,,15487,,1
370,000212,88____:071::8883006:8833001:24:1219:20211210,Louvain,3660,,15488,,1
370,000106,88____:071::8883006:8811007:15:1142:20210313,Louvain,3660,,15489,,1
370,000885,88____:071::8883006:8811007:15:1142:20210626,Louvain,3660,,15490,,1
370,000106,88____:071::8811007:8833001:10:1217:20210313,Louvain,3660,,15489,,1
370,000883,88____:071::8883006:8833001:24:1217:20211211,Louvain,3660,,15491,,1
370,000212,88____:071::8883006:8833001:24:1319:20211210,Louvain,3661,,15492,,1
370,000106,88____:071::8883006:8811007:15:1242:20210313,Louvain,3661,,15493,,1
370,000885,88____:071::8883006:8811007:15:1242:20210626,Louvain,3661,,15494,,1
370,000106,88____:071::8811007:8833001:10:1317:20210313,Louvain,3661,,15493,,1
370,000883,88____:071::8883006:8833001:24:1317:20211211,Louvain,3661,,15495,,1
370,000212,88____:071::8883006:8833001:24:1419:20211210,Louvain,3662,,15496,,1
370,000106,88____:071::8883006:8811007:15:1342:20210313,Louvain,3662,,15497,,1
370,000885,88____:071::8883006:8811007:15:1342:20210626,Louvain,3662,,15498,,1
370,000106,88____:071::8811007:8833001:10:1417:20210313,Louvain,3662,,15497,,1
370,000883,88____:071::8883006:8833001:24:1417:20211211,Louvain,3662,,15499,,1
370,000212,88____:071::8883006:8833001:24:1519:20211210,Louvain,3663,,15500,,1
370,000106,88____:071::8883006:8811007:15:1442:20210313,Louvain,3663,,15501,,1
370,000885,88____:071::8883006:8811007:15:1442:20210626,Louvain,3663,,15502,,1
370,000106,88____:071::8811007:8833001:10:1517:20210313,Louvain,3663,,15501,,1
370,000883,88____:071::8883006:8833001:24:1517:20211211,Louvain,3663,,15503,,1
370,000884,88____:071::8883006:8833001:24:1619:20211210,Louvain,3664,,15504,,1
371,000885,88____:071::8883006:8811007:15:1542:20210626,Schaerbeek,3664,,15505,,1
370,000886,88____:071::8883006:8833001:24:1617:20211211,Louvain,3664,,15506,,1
370,000212,88____:071::8883006:8833001:24:1719:20211210,Louvain,3665,,15507,,1
371,000885,88____:071::8883006:8811007:15:1642:20210626,Schaerbeek,3665,,15508,,1
370,000886,88____:071::8883006:8833001:24:1717:20211211,Louvain,3665,,15509,,1
370,000212,88____:071::8883006:8833001:24:1819:20211210,Louvain,3666,,15510,,1
371,000885,88____:071::8883006:8811007:15:1742:20210626,Schaerbeek,3666,,15511,,1
370,000886,88____:071::8883006:8833001:24:1817:20211211,Louvain,3666,,15512,,1
370,000212,88____:071::8883006:8833001:24:1919:20211210,Louvain,3667,,15513,,1
371,000885,88____:071::8883006:8811007:15:1842:20210626,Schaerbeek,3667,,15514,,1
370,000886,88____:071::8883006:8833001:24:1917:20211211,Louvain,3667,,15515,,1
370,000212,88____:071::8883006:8833001:24:2019:20211210,Louvain,3668,,15516,,1
370,000886,88____:071::8883006:8833001:24:2017:20211211,Louvain,3668,,15517,,1
371,000885,88____:071::8883006:8811007:15:1942:20210626,Schaerbeek,3668,,15518,,1
370,000212,88____:071::8883006:8833001:24:2119:20211210,Louvain,3669,,15519,,1
370,000212,88____:071::8883006:8833001:24:2219:20211210,Louvain,3670,,15520,,1
370,000212,88____:071::8883006:8833001:24:2319:20211210,Louvain,3671,,15521,,1
370,000887,88____:071::8883006:8833001:24:2419:20211210,Louvain,3672,,15522,,1
