route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
31050.000011.102:L5,000011,S,L5,,2,,FFEA00,000000
31051.000011.101:L5,000011,S,L5,,2,,FFEA00,000000
31052.000011.101:L5,000011,S,L5,,2,,FFEA00,000000
31052.000011.102:L5,000011,S,L5,,2,,FFEA00,000000
31054.000011.101:L5,000011,S,L5,,2,,FFEA00,000000
31054.000011.102:L5,000011,S,L5,,2,,FFEA00,000000
31056.000011.101:L5,000011,S,L5,,2,,FFEA00,000000
31056.000011.102:L5,000011,S,L5,,2,,FFEA00,000000
31058.000011.101:L5,000011,S,L5,,2,,FFEA00,000000
31058.000011.102:L5,000011,S,L5,,2,,FFEA00,000000
31058.000011.103:L5,000011,S,L5,,2,,FFEA00,000000
31059.000011.101:L5,000011,S,L5,,2,,FFEA00,000000
31060.000011.101:6,000011,IC6,IC 6,,2,,FF0000,F2F2F2
31060.000011.102:6,000011,IC6,IC 6,,2,,FF0000,F2F2F2
31060.000011.103:L5,000011,S,L5,,2,,FFEA00,000000
31060.000011.104:6,000011,IC6,IC 6,,2,,FF0000,F2F2F2
31060.000011.105:L5,000011,S,L5,,2,,FFEA00,000000
31062.000011.101:L5,000011,S,L5,,2,,FFEA00,000000
31062.000011.102:L5,000011,S,L5,,2,,FFEA00,000000
31064.000011.101:L5,000011,S,L5,,2,,FFEA00,000000
31066.000011.101:L5,000011,S,L5,,2,,FFEA00,000000
31068.000011.101:6,000011,IC6,IC 6,,2,,FF0000,F2F2F2
31068.000011.102:6,000011,IC6,IC 6,,2,,FF0000,F2F2F2
31068.000011.103:6,000011,IC6,IC 6,,2,,FF0000,F2F2F2
31072.000011.101:31072,000011,RE,RE 31072,,2,,,
31076.000011.101:6,000011,IC6,IC 6,,2,,FF0000,F2F2F2
31076.000011.102:6,000011,IC6,IC 6,,2,,FF0000,F2F2F2
