stop_id,stop_name,stop_lat,stop_lon,country
8071989,DONAUESCHINGEN ALLMENDSHOFEN,47.940577000000005,8.501819,Germany
8080295,DONAUESCHINGEN MITTE/SIEDL.,47.952541,8.488955,Germany
8014526,BRIGACHTAL-KLENGEN,48.007366,8.465779,Germany
8071993,BRIGACHTAL KIRCHDORF,48.014343,8.467807,Germany
8080297,VILLINGEN-SCH. MARBACH WEST,48.031286,8.469154,Germany
8071992,DONAUESCHINGEN GRUNINGEN,47.983052,8.471824,Germany
8080296,DONAUESCHINGEN-AUFEN,47.963356,8.47562,Germany
8030446,NEUENBURG(BADEN),47.811483,7.562755999999999,Germany
8014474,WALDSHUT,47.621368,8.219526,Germany
8014181,DOGERN,47.608887,8.167356,Germany
8014471,ALBBRUCK,47.592234999999995,8.131774,Germany
8014469,LAUFENBURG (BADEN) OST,47.566163,8.073691,Germany
8014468,LAUFENBURG (BADEN),47.563408,8.058311999999999,Germany
8014467,MURG (BADEN),47.553452,8.018725,Germany
8014466,BAD SACKINGEN,47.555857,7.9486300000000005,Germany
8014465,WEHR-BRENNET,47.58092,7.910525,Germany
8014464,SCHWORSTADT,47.591019,7.870328,Germany
8014463,BEUGGEN,47.581906,7.810915,Germany
8014462,RHEINFELDEN (BADEN),47.556923,7.784209,Germany
8014460,HERTEN (BADEN),47.549507,7.739663,Germany
8014459,WYHLEN,47.546328,7.690917999999999,Germany
8014458,GRENZACH,47.5509,7.6595059999999995,Germany
8014479,LAUCHRINGEN,47.629088,8.322192999999999,Germany
8014478,TIENGEN (HOCHRHEIN),47.635471,8.272003,Germany
8085022,LAUCHRINGEN WEST,47.632775,8.308102,Germany
8080100,WUTOSCHINGEN,47.662088,8.363653999999999,Germany
8088575,EGGINGEN,47.693731,8.396653,Germany
8014546,STUHLINGEN,47.74703,8.451367999999999,Germany
8014481,ERZINGEN (BADEN),47.659541,8.430123,Germany
8014480,GRIESSEN (BADEN),47.628432000000004,8.396003,Germany
8029678,SCHWABISCH HALL-HESSENTAL,49.096732,9.767373,Germany
8029587,GAILDORF WEST,49.003822,9.753892,Germany
8029585,FICHTENBERG,48.987346,9.700763,Germany
8029584,FORNSBACH (D),48.975445,9.642498,Germany
8029583,MURRHARDT,48.982757,9.57777,Germany
8029581,SULZBACH (MURR),48.999461,9.500409,Germany
8029580,OPPENWEILER (WURTT),48.981518,9.462785,Germany
8029683,ECKARTSHAUSEN-ILSHOFEN,49.152317,9.936645,Germany
8029685,CRAILSHEIM,49.137871999999994,10.064326,Germany
8014545,WEIZEN,47.768832,8.476514,Germany
8029398,EUTINGEN IM GAU,48.479952000000004,8.782236,Germany
8029397,ERGENZINGEN,48.489534,8.809857000000001,Germany
8034472,EUTINGEN NORD,48.4847,8.7531,Germany
8029486,HOCHDORF (B HORB),48.482485,8.724052,Germany
8033764,HORB-ALTHEIM HEILIGENFELD,48.467796,8.660150999999999,Germany
8029488,BITTELBRONN,48.444404,8.589439,Germany
8029489,SCHOPFLOCH (B FREUDENSTADT),48.453711,8.547754,Germany
8029490,DORNSTETTEN,48.469635,8.503214,Germany
8069226,DORNSTETTEN-AACH,48.4733,8.48291,Germany
8092895,GRUNTAL-WITTLENSWEILER,48.475398999999996,8.460747,Germany
8029492,FREUDENSTADT HBF,48.460322,8.428803,Germany
8014492,GOTTMADINGEN,47.737401,8.77543,Germany
8014491,BIETINGEN,47.744017,8.738914999999999,Germany
8014490,THAYNGEN,47.745502,8.7043,Switzerland
8014487,HERBLINGEN,47.717003000000005,8.664127,Switzerland
8029293,OBERLENNINGEN,48.554384999999996,9.470774,Germany
8029292,UNTERLENNINGEN (D),48.565255,9.460555000000001,Germany
8029291,BRUCKEN,48.573918,9.453061,Germany
8029290,OWEN(TECK),48.586996,9.44776,Germany
8029289,DETTINGEN(TECK),48.616409000000004,9.454877999999999,Germany
8029288,KIRCHHEIM(TECK) SUD,48.640260999999995,9.451788,Germany
8718284,BANTZENHEIM,47.817178000000006,7.537418,France
8718206,MULHOUSE,47.741953,7.343048,France
8508350,BRIENZ BRB,46.755214,8.038089,Switzerland
8508351,PLANALP,46.772372999999995,8.019844,Switzerland
8508352,BRIENZER ROTHORN,46.787399,8.038446,Switzerland
8500010,BASEL SBB,47.547412,7.589562,Switzerland
175,HAUENSTEIN-BASISTUNNEL,47.401134000000006,7.904317999999999,Switzerland
8503000,ZURICH HB,47.378177,8.540212,Switzerland
176,ZIMMERBERG-BASISTUNNEL,47.351679,8.521961,Switzerland
8509411,SARGANS,47.045359999999995,9.445399,Switzerland
8509002,LANDQUART,46.96744,9.554045,Switzerland
8509000,CHUR,46.853084,9.528936999999999,Switzerland
8507492,INTERLAKEN OST,46.6905,7.8689990000000005,Switzerland
8507493,INTERLAKEN WEST,46.682628,7.851453,Switzerland
8507483,SPIEZ,46.686396,7.680103,Switzerland
8507100,THUN,46.754853000000004,7.629606,Switzerland
8507000,BERN,46.948832,7.439131,Switzerland
132,BAHN-2000-STRECKE,47.196374,7.689360000000001,Switzerland
8500218,OLTEN,47.351935,7.907699000000001,Switzerland
8500023,LIESTAL,47.484460999999996,7.731367,Switzerland
8301003,DOMODOSSOLA (I),46.115293,8.296239,Italy
142,SIMPLONTUNNEL,46.276342,8.091198,Switzerland
8501609,BRIG,46.319423,7.988094,Switzerland
8501506,SION,46.227553,7.359196000000001,Switzerland
8501300,MONTREUX,46.435884,6.9104399999999995,Switzerland
8501120,LAUSANNE,46.516791999999995,6.629092,Switzerland
8501008,GENEVE,46.210213,6.142452,Switzerland
8301700,MILANO CENTRALE,45.486385,9.204714,Italy
8302593,VENEZIA S. LUCIA,45.441393,12.320459,Italy
8501605,VISP,46.294028999999995,7.8814649999999995,Switzerland
8501500,MARTIGNY,46.105831,7.079124,Switzerland
8501403,ST-MAURICE,46.216369,7.002043,Switzerland
8501400,AIGLE,46.316855,6.9636830000000005,Switzerland
8501200,VEVEY,46.463002,6.843446000000001,Switzerland
8501037,MORGES,46.511101000000004,6.49397,Switzerland
8501030,NYON,46.384419,6.235966,Switzerland
8501026,GENEVE-AEROPORT,46.232539,6.111985,Switzerland
135,LOTSCHBERG-BASISTUNNEL,46.356888,7.773846000000001,Switzerland
8102336,BREGENZ,47.503003,9.739627,Austria
8506314,ST. MARGRETHEN SG,47.453216,9.638261,Switzerland
8506302,ST. GALLEN,47.423179,9.369897,Switzerland
8506000,WINTERTHUR,47.500334,8.72382,Switzerland
8503016,ZURICH FLUGHAFEN,47.450386,8.562401,Switzerland
8505000,LUZERN,47.050178,8.310183,Switzerland
137,ROTSEE,47.074529999999996,8.320797,Switzerland
8505004,ARTH-GOLDAU,47.049045,8.549446000000001,Switzerland
174,GOTTHARD-BASISTUNNEL,46.680772999999995,8.765599,Switzerland
8505213,BELLINZONA,46.195432000000004,9.029519,Switzerland
8505300,LUGANO,46.005501,8.946995,Switzerland
8505307,CHIASSO,45.832167999999996,9.031449,Switzerland
8301307,COMO S. GIOVANNI,45.808971,9.072714,Italy
8301322,MONZA,45.574824,9.273683,Italy
8101236,FELDKIRCH,47.240978000000005,9.604102000000001,Austria
8509404,BUCHS SG,47.168412,9.478636999999999,Switzerland
8503424,SCHAFFHAUSEN,47.698282,8.632756,Switzerland
8001093,HAMBURG-ALTONA,53.55269499999999,9.935175,Germany
8502204,ZUG,47.173707,8.515049000000001,Switzerland
8500309,BRUGG AG,47.48086,8.208844000000001,Switzerland
8504300,BIEL/BIENNE,47.132898,7.242911,Switzerland
8504221,NEUCHATEL,46.996727,6.935701,Switzerland
8504200,YVERDON-LES-BAINS,46.781545,6.640944,Switzerland
8500202,GRENCHEN SUD,47.188775,7.398178999999999,Switzerland
8500207,SOLOTHURN,47.204193,7.542689,Switzerland
8502113,AARAU,47.39136,8.051274000000001,Switzerland
8500212,OENSINGEN,47.285035,7.70987,Switzerland
8502119,LENZBURG,47.3912,8.170392,Switzerland
8509004,BAD RAGAZ,47.01031,9.505224,Switzerland
8509003,MAIENFELD,47.003840999999994,9.529216,Switzerland
8505112,FLUELEN,46.90173,8.624302,Switzerland
8505305,MENDRISIO,45.869109,8.978611,Switzerland
8503006,ZURICH OERLIKON,47.41153,8.544139,Switzerland
8506206,WIL SG,47.462413,9.040992999999999,Switzerland
8506208,UZWIL,47.436444,9.130991,Switzerland
8506209,FLAWIL,47.415189,9.189785,Switzerland
8506210,GOSSAU SG,47.411832000000004,9.253051,Switzerland
8504100,FRIBOURG/FREIBURG,46.803148,7.151047,Switzerland
8506100,FRAUENFELD,47.558163,8.896559,Switzerland
8506105,WEINFELDEN,47.566224,9.106368,Switzerland
8506109,AMRISWIL,47.55045,9.302227,Switzerland
8506121,ROMANSHORN,47.565523,9.379371,Switzerland
8507478,FRUTIGEN,46.588908,7.651418,Switzerland
8504410,ZOLLIKOFEN,47.001826,7.462911,Switzerland
8506217,SULGEN,47.538804,9.183694000000001,Switzerland
8505209,BIASCA,46.351984,8.974179,Switzerland
8507006,MUNSINGEN,46.873354,7.559442,Switzerland
8507002,OSTERMUNDIGEN,46.956802,7.481497,Switzerland
8507003,GUMLIGEN,46.934321999999995,7.505505,Switzerland
8500026,SISSACH,47.462754,7.8120270000000005,Switzerland
136,LOTSCHBERG-BERGSTRECKE,46.433756,7.7172149999999995,Switzerland
8507475,KANDERSTEG,46.495397,7.671411999999999,Switzerland
8507474,GOPPENSTEIN,46.367707,7.754921,Switzerland
8503504,BADEN,47.476424,8.307709,Switzerland
8500305,FRICK,47.507349,8.013092,Switzerland
8500320,STEIN-SACKINGEN,47.541608000000004,7.948842999999999,Switzerland
8500301,RHEINFELDEN,47.551214,7.792169,Switzerland
8503503,TURGI,47.491757,8.253459,Switzerland
8505400,LOCARNO,46.17242,8.801361,Switzerland
8500159,GRENCHEN NORD,47.191697999999995,7.389618,Switzerland
8500105,MOUTIER,47.280673,7.381044,Switzerland
8500109,DELEMONT,47.362013,7.3500630000000005,Switzerland
8501118,RENENS VD,46.537042,6.578935,Switzerland
8500113,LAUFEN,47.419346000000004,7.502636,Switzerland
8501402,BEX,46.251465,7.0006699999999995,Switzerland
8501509,SIERRE/SIDERS,46.292122,7.532825999999999,Switzerland
8501601,LEUK,46.31158,7.644936,Switzerland
8501031,GLAND,46.419986,6.26914,Switzerland
8501576,SEMBRANCHER,46.076902000000004,7.145751,Switzerland
8501579,LE CHABLE VS,46.078888,7.215089,Switzerland
8500302,MOHLIN,47.561858,7.833863000000001,Switzerland
8500021,PRATTELN,47.522669,7.690817,Switzerland
8500020,MUTTENZ,47.533590999999994,7.647894,Switzerland
8501303,VILLENEUVE VD,46.398371000000004,6.927003,Switzerland
8503508,DIETIKON,47.405784000000004,8.404988000000001,Switzerland
8503001,ZURICH ALTSTETTEN,47.391483,8.488961999999999,Switzerland
8506131,KREUZLINGEN,47.652553000000005,9.169080000000001,Switzerland
8503202,THALWIL,47.295981,8.564769,Switzerland
